  1.4492992e-001  1.2823452e-001 -1.0856202e-002  9.7885510e-002  6.4795139e-002 -1.3270018e-001
  1.3806016e-001  1.1794771e-001 -1.6471655e-002  1.2790132e-001  6.4897502e-002 -9.5452783e-002
  1.3781389e-001  1.1169407e-001 -2.0279205e-002  1.4509376e-001  7.4229429e-002 -9.3153248e-002
  1.4096221e-001  1.0490968e-001 -1.6733979e-002  1.5994029e-001  7.6325858e-002 -8.7746572e-002
  1.3648461e-001  8.5551737e-002  3.4462637e-003  1.4859951e-001  6.9702883e-002 -6.6309664e-002
  1.3367704e-001  6.3906008e-002  3.2252201e-002  1.1852240e-001  7.0039448e-002 -4.9439225e-002
  1.3433497e-001  5.8395564e-002  2.8303106e-002  1.3893739e-001  5.9065689e-002 -4.8025257e-002
  1.2837588e-001  4.9646026e-002  2.4035507e-002  1.5169750e-001  4.2885678e-002 -3.9054551e-002
  1.2608812e-001  3.6356059e-002  3.4121509e-002  1.4107959e-001  3.0687343e-002 -3.4043465e-002
  1.2801479e-001  1.8793391e-002  6.1007415e-002  1.2436109e-001  9.4489842e-003 -2.6014094e-002
  1.2763548e-001 -2.0154969e-003  9.1670261e-002  9.7432560e-002 -1.5561166e-002 -1.9503906e-002
  1.2762778e-001 -1.3329506e-002  1.0155421e-001  9.7083700e-002 -1.9829537e-002  7.9075969e-004
  1.2504239e-001 -2.1118836e-002  1.0364139e-001  9.5974334e-002 -9.8956425e-003  1.1395147e-002
  1.2355099e-001 -3.3142076e-002  1.1537126e-001  7.9072590e-002 -1.7526626e-002  5.7905522e-003
  1.2310145e-001 -4.2724557e-002  1.2138665e-001  7.8288613e-002 -3.9349820e-002  1.0280119e-002
  1.2149382e-001 -5.2939441e-002  1.2953218e-001  7.4642012e-002 -5.4729492e-002  1.8650820e-002
  1.1728749e-001 -6.8107323e-002  1.4695024e-001  2.6436983e-002 -5.8519374e-002  3.7243039e-002
  1.1450199e-001 -8.5303321e-002  1.7161641e-001 -1.2862415e-002 -6.3140265e-002 -1.2732859e-003
  1.1060938e-001 -1.0062334e-001  1.9394535e-001 -7.0589517e-002 -4.1437883e-002 -5.3858982e-002
  1.0899744e-001 -1.1205045e-001  2.0768821e-001 -1.0609080e-001 -3.6240249e-002 -1.0668675e-001
  1.1055010e-001 -1.1071434e-001  1.8958157e-001 -7.7121162e-002 -5.0551776e-002 -8.2517561e-002
  1.1154200e-001 -1.0478560e-001  1.6240008e-001 -3.6182227e-002 -2.9326067e-002  8.2645542e-003
  1.0512703e-001 -1.0659173e-001  1.5860775e-001 -9.5922924e-002  7.9737951e-002  3.1054974e-002
  1.0521615e-001 -1.1682612e-001  1.6924171e-001 -1.0853273e-001  6.0928725e-002  2.8665554e-002
  1.0575293e-001 -1.2436097e-001  1.7394078e-001 -7.4772943e-002 -3.5549040e-002  2.4075379e-002
  1.0710625e-001 -1.2661351e-001  1.6510813e-001 -4.1975766e-002 -8.7464923e-002  2.9488768e-002
  1.0681442e-001 -1.2153909e-001  1.4175696e-001 -1.8442689e-002 -8.7278353e-002  3.9431460e-002
  1.0586658e-001 -1.1523959e-001  1.1608940e-001 -1.5017396e-003 -7.7276244e-002  4.3451894e-002
  1.0654682e-001 -1.1407305e-001  1.0135264e-001  4.4832962e-003 -6.6291168e-002  3.8355752e-002
  1.0394421e-001 -1.1538181e-001  1.0091693e-001 -1.9054435e-002 -3.9076577e-002 -4.9599201e-003
  1.0157790e-001 -1.1728634e-001  9.8805988e-002 -5.2908928e-002 -6.9875783e-003 -5.7114436e-002
  1.0503504e-001 -1.1015696e-001  5.9044349e-002 -7.2814094e-004 -2.1057587e-002  1.8927402e-002
  1.0756431e-001 -1.0225681e-001  1.7830887e-002  4.9515152e-002 -2.7328770e-002  8.7209561e-002
  1.0641991e-001 -9.8323358e-002 -2.8438183e-003  4.2396804e-002  2.8279333e-002  1.2176385e-001
  1.0417735e-001 -9.7028288e-002 -1.4196369e-002  1.2589207e-002  8.9815170e-002  1.2771569e-001
  1.0220228e-001 -9.1628904e-002 -3.6427947e-002  3.9946276e-002  6.0895852e-002  1.3330221e-001
  1.0586290e-001 -9.0329654e-002 -6.5799960e-002  7.5796563e-002  1.1089845e-002  1.4204158e-001
  1.0990462e-001 -8.9990683e-002 -9.1617084e-002  1.1458959e-001 -2.2665607e-002  1.6020061e-001
  1.1009080e-001 -8.7721716e-002 -1.1216159e-001  1.2745743e-001 -2.8200247e-002  1.6518298e-001
  1.0983766e-001 -8.6082539e-002 -1.2973735e-001  1.3231043e-001 -2.8339131e-002  1.6795154e-001
  1.0926028e-001 -8.4774828e-002 -1.4390532e-001  1.3532191e-001 -3.2763808e-002  1.6182166e-001
  9.9809795e-002 -8.8759419e-002 -1.0235920e-001  7.6321927e-002  6.2490157e-004  6.1279298e-002
  8.7672097e-002 -9.8834712e-002 -3.7334799e-002 -7.9230097e-002  9.0106355e-002 -1.4389296e-001
  9.5246963e-002 -9.1888697e-002 -1.0435626e-001 -5.1033428e-002  1.6393745e-001  5.2580533e-002
  9.7444494e-002 -8.8924563e-002 -1.3400150e-001 -2.6805012e-002  1.6001751e-001  1.1161077e-001
  9.8945010e-002 -8.9602862e-002 -1.5169505e-001 -1.5944143e-002  1.1621022e-001  1.0236410e-001
  1.0087078e-001 -9.0125812e-002 -1.6943390e-001  1.4834189e-002  4.9679107e-002  1.0162105e-001
  9.2056745e-002 -9.0247729e-002 -1.3375606e-001 -5.4891090e-002  1.5828676e-001  9.9994268e-002
  7.7111741e-002 -9.0050615e-002 -7.8893940e-002 -2.1704297e-001  3.5887870e-001  2.9026024e-002
  7.7576841e-002 -9.2142469e-002 -8.2483407e-002 -2.2614821e-001  3.5814913e-001  1.6686197e-002
  8.0058732e-002 -9.4292160e-002 -1.0048683e-001 -2.2666292e-001  3.0999793e-001 -1.6470846e-002
  9.0197182e-002 -9.6331276e-002 -1.5579482e-001 -1.2202699e-001  1.0868965e-001 -2.0240701e-002
  9.4651745e-002 -9.5740431e-002 -1.9369728e-001 -4.8225975e-002 -5.3554444e-002 -4.8897190e-002
  9.7884627e-002 -9.6486347e-002 -2.2041964e-001  9.8462775e-003 -1.8370295e-001 -6.5148074e-002
  9.7967988e-002 -9.8178653e-002 -2.2476433e-001  1.8298143e-002 -2.1569745e-001 -6.0755109e-002
  9.4115567e-002 -9.7682557e-002 -2.0922823e-001  1.9032060e-002 -2.1108253e-001 -6.4837768e-002
  5.6832425e-002 -8.1154036e-002 -4.8812443e-002 -8.7508091e-002 -3.7654987e-002 -2.7491602e-001
  4.9340443e-002 -9.2566799e-002  1.0473116e-002 -2.7296471e-001  3.9216955e-002 -5.3500917e-001
  8.5013117e-002 -1.0477972e-001 -1.6784768e-001 -1.0061018e-001 -1.7621778e-001 -2.3796560e-001
  9.2635193e-002 -1.0391841e-001 -2.2703605e-001 -2.2861958e-002 -2.5490022e-001 -1.1657747e-001
  9.2178293e-002 -1.0524286e-001 -2.3050916e-001 -2.9438606e-002 -2.6384665e-001 -1.1803879e-001
