                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                         David Rittenhouse Laboratory                         
                Location:  W 75°11'20.4", N39°57'08.1",    12m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 25 21:35:00.0         166.66       0.013       51 34.52       14 49.49
2014 Jul 25 21:40:00.0         166.69       0.013       51 49.96       14 49.26
2014 Jul 25 21:45:00.0         166.72       0.013       52 04.55       14 49.03
2014 Jul 25 21:50:00.0         166.76       0.013       52 18.29       14 48.80
2014 Jul 25 21:55:00.0         166.79       0.013       52 31.18       14 48.57
2014 Jul 25 22:00:00.0         166.82       0.013       52 43.22       14 48.34
2014 Jul 25 22:05:00.0         166.85       0.013       52 54.41       14 48.11
2014 Jul 25 22:10:00.0         166.89       0.013       53 04.75       14 47.88
2014 Jul 25 22:15:00.0         166.92       0.013       53 14.24       14 47.65
2014 Jul 25 22:20:00.0         166.95       0.013       53 22.89       14 47.42
2014 Jul 25 22:25:00.0         166.99       0.013       53 30.71       14 47.19
2014 Jul 25 22:30:00.0         167.02       0.013       53 37.69       14 46.96
2014 Jul 25 22:35:00.0         167.05       0.013       53 43.85       14 46.73
2014 Jul 25 22:40:00.0         167.09       0.013       53 49.18       14 46.50
2014 Jul 25 22:45:00.0         167.12       0.013       53 53.70       14 46.27
2014 Jul 25 22:50:00.0         167.16       0.013       53 57.42       14 46.04
2014 Jul 25 22:55:00.0         167.19       0.012       54 00.33       14 45.82
2014 Jul 25 23:00:00.0         167.23       0.012       54 02.46       14 45.59
2014 Jul 25 23:05:00.0         167.27       0.012       54 03.81       14 45.36
2014 Jul 25 23:10:00.0         167.30       0.012       54 04.39       14 45.14
2014 Jul 25 23:15:00.0         167.34       0.012       54 04.22       14 44.92
2014 Jul 25 23:20:00.0         167.38       0.012       54 03.30       14 44.70
2014 Jul 25 23:25:00.0         167.41       0.012       54 01.65       14 44.48
2014 Jul 25 23:30:00.0         167.45       0.012       53 59.28       14 44.26
2014 Jul 25 23:35:00.0         167.49       0.012       53 56.21       14 44.04
2014 Jul 25 23:40:00.0         167.52       0.012       53 52.45       14 43.82
2014 Jul 25 23:45:00.0         167.56       0.012       53 48.02       14 43.61
2014 Jul 25 23:50:00.0         167.60       0.012       53 42.93       14 43.40
2014 Jul 25 23:55:00.0         167.64       0.012       53 37.21       14 43.19
2014 Jul 26 00:00:00.0         167.68       0.012       53 30.86       14 42.98
2014 Jul 26 00:05:00.0         167.72       0.011       53 23.92       14 42.77
2014 Jul 26 00:10:00.0         167.76       0.011       53 16.38       14 42.57
2014 Jul 26 00:15:00.0         167.80       0.011       53 08.29       14 42.37
2014 Jul 26 00:20:00.0         167.84       0.011       52 59.66       14 42.17
2014 Jul 26 00:25:00.0         167.87       0.011       52 50.50       14 41.97
2014 Jul 26 00:30:00.0         167.91       0.011       52 40.85       14 41.78
2014 Jul 26 00:35:00.0         167.96       0.011       52 30.72       14 41.58
2014 Jul 26 00:40:00.0         168.00       0.011       52 20.15       14 41.39
2014 Jul 26 00:45:00.0         168.04       0.011       52 09.14       14 41.21
2014 Jul 26 00:50:00.0         168.08       0.011       51 57.73       14 41.02
2014 Jul 26 00:55:00.0         168.12       0.011       51 45.95       14 40.84
2014 Jul 26 01:00:00.0         168.16       0.011       51 33.81       14 40.66
2014 Jul 26 01:05:00.0         168.20       0.011       51 21.36       14 40.49
2014 Jul 26 01:10:00.0         168.24       0.010       51 08.60       14 40.32
2014 Jul 26 01:15:00.0         168.28       0.010       50 55.58       14 40.15
2014 Jul 26 01:20:00.0         168.33       0.010       50 42.32       14 39.98
2014 Jul 26 01:25:00.0         168.37       0.010       50 28.85       14 39.82
2014 Jul 26 01:30:00.0         168.41       0.010       50 15.20       14 39.66
2014 Jul 26 01:35:00.0         168.45       0.010       50 01.40       14 39.50
2014 Jul 26 01:40:00.0         168.50       0.010       49 47.48       14 39.35
2014 Jul 26 01:45:00.0         168.54       0.010       49 33.47       14 39.20
2014 Jul 26 01:50:00.0         168.58       0.010       49 19.40       14 39.05
2014 Jul 26 01:55:00.0         168.62       0.010       49 05.31       14 38.91
2014 Jul 26 02:00:00.0         168.67       0.010       48 51.23       14 38.77
2014 Jul 26 02:05:00.0         168.71       0.010       48 37.19       14 38.64
2014 Jul 26 02:10:00.0         168.75       0.010       48 23.22       14 38.51
2014 Jul 26 02:15:00.0         168.80       0.010       48 09.35       14 38.38
2014 Jul 26 02:20:00.0         168.84       0.009       47 55.62       14 38.26
2014 Jul 26 02:25:00.0         168.89       0.009       47 42.06       14 38.14
2014 Jul 26 02:30:00.0         168.93       0.009       47 28.71       14 38.02
2014 Jul 26 02:35:00.0         168.97       0.009       47 15.59       14 37.91
2014 Jul 26 02:40:00.0         169.02       0.009       47 02.73       14 37.80
2014 Jul 26 02:45:00.0         169.06       0.009       46 50.18       14 37.70
2014 Jul 26 02:50:00.0         169.11       0.009       46 37.96       14 37.60
2014 Jul 26 02:55:00.0         169.15       0.009       46 26.11       14 37.50
2014 Jul 26 03:00:00.0         169.19       0.009       46 14.64       14 37.41
2014 Jul 26 03:05:00.0         169.24       0.009       46 03.60       14 37.33
2014 Jul 26 03:10:00.0         169.28       0.009       45 53.01       14 37.24
2014 Jul 26 03:15:00.0         169.33       0.009       45 42.91       14 37.17
2014 Jul 26 03:20:00.0         169.37       0.009       45 33.30       14 37.09
2014 Jul 26 03:25:00.0         169.42       0.009       45 24.24       14 37.02
2014 Jul 26 03:30:00.0         169.46       0.008       45 15.73       14 36.96
2014 Jul 26 03:35:00.0         169.51       0.008       45 07.80       14 36.89
2014 Jul 26 03:40:00.0         169.55       0.008       45 00.48       14 36.84
2014 Jul 26 03:45:00.0         169.60       0.008       44 53.78       14 36.79
2014 Jul 26 03:50:00.0         169.64       0.008       44 47.72       14 36.74
2014 Jul 26 03:55:00.0         169.69       0.008       44 42.33       14 36.69
2014 Jul 26 04:00:00.0         169.73       0.008       44 37.61       14 36.65
2014 Jul 26 04:05:00.0         169.78       0.008       44 33.57       14 36.62
2014 Jul 26 04:10:00.0         169.82       0.008       44 30.24       14 36.59
2014 Jul 26 04:15:00.0         169.87       0.008       44 27.62       14 36.56
2014 Jul 26 04:20:00.0         169.91       0.008       44 25.72       14 36.54
2014 Jul 26 04:25:00.0         169.96       0.008       44 24.54       14 36.53
2014 Jul 26 04:30:00.0         170.00       0.008       44 24.09       14 36.51
2014 Jul 26 04:35:00.0         170.05       0.008       44 24.36       14 36.51
2014 Jul 26 04:40:00.0         170.09       0.007       44 25.37       14 36.50
2014 Jul 26 04:45:00.0         170.13       0.007       44 27.09       14 36.50
2014 Jul 26 04:50:00.0         170.18       0.007       44 29.54       14 36.51
2014 Jul 26 04:55:00.0         170.22       0.007       44 32.69       14 36.52
2014 Jul 26 05:00:00.0         170.27       0.007       44 36.55       14 36.53
2014 Jul 26 05:05:00.0         170.31       0.007       44 41.10       14 36.55
2014 Jul 26 05:10:00.0         170.36       0.007       44 46.33       14 36.57
2014 Jul 26 05:15:00.0         170.40       0.007       44 52.21       14 36.60
2014 Jul 26 05:20:00.0         170.44       0.007       44 58.75       14 36.63
2014 Jul 26 05:25:00.0         170.49       0.007       45 05.91       14 36.67
2014 Jul 26 05:30:00.0         170.53       0.007       45 13.68       14 36.71
2014 Jul 26 05:35:00.0         170.58       0.007       45 22.03       14 36.76
2014 Jul 26 05:40:00.0         170.62       0.007       45 30.94       14 36.81
2014 Jul 26 05:45:00.0         170.66       0.007       45 40.39       14 36.86
2014 Jul 26 05:50:00.0         170.71       0.007       45 50.35       14 36.92
2014 Jul 26 05:55:00.0         170.75       0.007       46 00.79       14 36.98
2014 Jul 26 06:00:00.0         170.79       0.006       46 11.69       14 37.05
2014 Jul 26 06:05:00.0         170.84       0.006       46 23.02       14 37.12
2014 Jul 26 06:10:00.0         170.88       0.006       46 34.74       14 37.19
2014 Jul 26 06:15:00.0         170.92       0.006       46 46.83       14 37.27
2014 Jul 26 06:20:00.0         170.96       0.006       46 59.26       14 37.36
2014 Jul 26 06:25:00.0         171.01       0.006       47 11.99       14 37.44
2014 Jul 26 06:30:00.0         171.05       0.006       47 24.99       14 37.53
2014 Jul 26 06:35:00.0         171.09       0.006       47 38.23       14 37.63
2014 Jul 26 06:40:00.0         171.13       0.006       47 51.68       14 37.73
2014 Jul 26 06:45:00.0         171.17       0.006       48 05.30       14 37.83
2014 Jul 26 06:50:00.0         171.22       0.006       48 19.07       14 37.94
2014 Jul 26 06:55:00.0         171.26       0.006       48 32.95       14 38.05
2014 Jul 26 07:00:00.0         171.30       0.006       48 46.90       14 38.16
2014 Jul 26 07:05:00.0         171.34       0.006       49 00.89       14 38.28
2014 Jul 26 07:10:00.0         171.38       0.006       49 14.90       14 38.40
2014 Jul 26 07:15:00.0         171.42       0.006       49 28.89       14 38.53
2014 Jul 26 07:20:00.0         171.46       0.006       49 42.82       14 38.66
2014 Jul 26 07:25:00.0         171.50       0.005       49 56.67       14 38.79
2014 Jul 26 07:30:00.0         171.54       0.005       50 10.41       14 38.92
2014 Jul 26 07:35:00.0         171.58       0.005       50 24.00       14 39.06
2014 Jul 26 07:40:00.0         171.62       0.005       50 37.41       14 39.20
2014 Jul 26 07:45:00.0         171.66       0.005       50 50.62       14 39.35
2014 Jul 26 07:50:00.0         171.69       0.005       51 03.59       14 39.50
2014 Jul 26 07:55:00.0         171.73       0.005       51 16.30       14 39.65
2014 Jul 26 08:00:00.0         171.77       0.005       51 28.72       14 39.81
2014 Jul 26 08:05:00.0         171.81       0.005       51 40.82       14 39.96
2014 Jul 26 08:10:00.0         171.85       0.005       51 52.58       14 40.12
2014 Jul 26 08:15:00.0         171.88       0.005       52 03.96       14 40.29
2014 Jul 26 08:20:00.0         171.92       0.005       52 14.95       14 40.45
2014 Jul 26 08:25:00.0         171.96       0.005       52 25.51       14 40.62
2014 Jul 26 08:30:00.0         171.99       0.005       52 35.63       14 40.79
2014 Jul 26 08:35:00.0         172.03       0.005       52 45.28       14 40.97
2014 Jul 26 08:40:00.0         172.07       0.005       52 54.43       14 41.14
2014 Jul 26 08:45:00.0         172.10       0.005       53 03.07       14 41.32
2014 Jul 26 08:50:00.0         172.14       0.005       53 11.17       14 41.50
2014 Jul 26 08:55:00.0         172.17       0.005       53 18.72       14 41.69
2014 Jul 26 09:00:00.0         172.21       0.005       53 25.69       14 41.87
2014 Jul 26 09:05:00.0         172.24       0.005       53 32.06       14 42.06
2014 Jul 26 09:10:00.0         172.27       0.005       53 37.82       14 42.25
2014 Jul 26 09:15:00.0         172.31       0.004       53 42.94       14 42.44
2014 Jul 26 09:20:00.0         172.34       0.004       53 47.42       14 42.63
2014 Jul 26 09:25:00.0         172.37       0.004       53 51.22       14 42.83
2014 Jul 26 09:30:00.0         172.41       0.004       53 54.35       14 43.02
2014 Jul 26 09:35:00.0         172.44       0.004       53 56.78       14 43.22
2014 Jul 26 09:40:00.0         172.47       0.004       53 58.50       14 43.42
2014 Jul 26 09:45:00.0         172.50       0.004       53 59.49       14 43.62
2014 Jul 26 09:50:00.0         172.53       0.004       53 59.75       14 43.82
2014 Jul 26 09:55:00.0         172.57       0.004       53 59.26       14 44.02
2014 Jul 26 10:00:00.0         172.60       0.004       53 58.01       14 44.23
2014 Jul 26 10:05:00.0         172.63       0.004       53 55.99       14 44.43
2014 Jul 26 10:10:00.0         172.66       0.004       53 53.18       14 44.64
2014 Jul 26 10:15:00.0         172.69       0.004       53 49.59       14 44.84
2014 Jul 26 10:20:00.0         172.72       0.004       53 45.20       14 45.05
2014 Jul 26 10:25:00.0         172.75       0.004       53 40.01       14 45.26
2014 Jul 26 10:30:00.0         172.77       0.004       53 34.00       14 45.47
2014 Jul 26 10:35:00.0         172.80       0.004       53 27.18       14 45.67
2014 Jul 26 10:40:00.0         172.83       0.004       53 19.53       14 45.88
2014 Jul 26 10:45:00.0         172.86       0.004       53 11.06       14 46.09
2014 Jul 26 10:50:00.0         172.89       0.004       53 01.75       14 46.30
2014 Jul 26 10:55:00.0         172.91       0.004       52 51.61       14 46.51
2014 Jul 26 11:00:00.0         172.94       0.004       52 40.64       14 46.72
2014 Jul 26 11:05:00.0         172.97       0.004       52 28.83       14 46.93
2014 Jul 26 11:10:00.0         172.99       0.004       52 16.18       14 47.14
2014 Jul 26 11:15:00.0         173.02       0.004       52 02.69       14 47.34
2014 Jul 26 11:20:00.0         173.04       0.004       51 48.37       14 47.55
2014 Jul 26 11:25:00.0         173.07       0.004       51 33.21       14 47.76
2014 Jul 26 11:30:00.0         173.09       0.004       51 17.22       14 47.97
2014 Jul 26 11:35:00.0         173.12       0.004       51 00.40       14 48.17
2014 Jul 26 11:40:00.0         173.14       0.004       50 42.76       14 48.38
2014 Jul 26 11:45:00.0         173.17       0.004       50 24.29       14 48.58
2014 Jul 26 11:50:00.0         173.19       0.004       50 05.02       14 48.78
2014 Jul 26 11:55:00.0         173.21       0.004       49 44.93       14 48.98
2014 Jul 26 12:00:00.0         173.24       0.003       49 24.05       14 49.18
2014 Jul 26 12:05:00.0         173.26       0.003       49 02.38       14 49.38
2014 Jul 26 12:10:00.0         173.28       0.003       48 39.93       14 49.58
2014 Jul 26 12:15:00.0         173.30       0.003       48 16.70       14 49.78
2014 Jul 26 12:20:00.0         173.32       0.003       47 52.72       14 49.97
2014 Jul 26 12:25:00.0         173.34       0.003       47 27.99       14 50.16
2014 Jul 26 12:30:00.0         173.37       0.003       47 02.53       14 50.35
2014 Jul 26 12:35:00.0         173.39       0.003       46 36.35       14 50.54
2014 Jul 26 12:40:00.0         173.41       0.003       46 09.46       14 50.73
2014 Jul 26 12:45:00.0         173.43       0.003       45 41.89       14 50.91
2014 Jul 26 12:50:00.0         173.45       0.003       45 13.64       14 51.09
2014 Jul 26 12:55:00.0         173.46       0.003       44 44.75       14 51.27
2014 Jul 26 13:00:00.0         173.48       0.003       44 15.23       14 51.45
2014 Jul 26 13:05:00.0         173.50       0.003       43 45.09       14 51.63
2014 Jul 26 13:10:00.0         173.52       0.003       43 14.37       14 51.80
2014 Jul 26 13:15:00.0         173.54       0.003       42 43.08       14 51.97
2014 Jul 26 13:20:00.0         173.56       0.003       42 11.25       14 52.13
2014 Jul 26 13:25:00.0         173.57       0.003       41 38.91       14 52.30
2014 Jul 26 13:30:00.0         173.59       0.003       41 06.09       14 52.46
2014 Jul 26 13:35:00.0         173.61       0.003       40 32.81       14 52.62
2014 Jul 26 13:40:00.0         173.62       0.003       39 59.11       14 52.77
2014 Jul 26 13:45:00.0         173.64       0.003       39 25.02       14 52.92
2014 Jul 26 13:50:00.0         173.66       0.003       38 50.57       14 53.07
2014 Jul 26 13:55:00.0         173.67       0.003       38 15.81       14 53.22
2014 Jul 26 14:00:00.0         173.69       0.003       37 40.76       14 53.36
2014 Jul 26 14:05:00.0         173.70       0.003       37 05.48       14 53.50
2014 Jul 26 14:10:00.0         173.72       0.003       36 30.00       14 53.63
2014 Jul 26 14:15:00.0         173.73       0.003       35 54.37       14 53.77
2014 Jul 26 14:20:00.0         173.75       0.003       35 18.64       14 53.89
2014 Jul 26 14:25:00.0         173.76       0.003       34 42.86       14 54.02
2014 Jul 26 14:30:00.0         173.77       0.003       34 07.09       14 54.14
2014 Jul 26 14:35:00.0         173.79       0.003       33 31.38       14 54.25
2014 Jul 26 14:40:00.0         173.80       0.003       32 55.79       14 54.37
2014 Jul 26 14:45:00.0         173.81       0.003       32 20.39       14 54.47
2014 Jul 26 14:50:00.0         173.83       0.003       31 45.24       14 54.58
2014 Jul 26 14:55:00.0         173.84       0.003       31 10.41       14 54.68
2014 Jul 26 15:00:00.0         173.85       0.003       30 35.98       14 54.78
2014 Jul 26 15:05:00.0         173.86       0.003       30 02.03       14 54.87
2014 Jul 26 15:10:00.0         173.87       0.003       29 28.64       14 54.96
2014 Jul 26 15:15:00.0         173.89       0.003       28 55.90       14 55.04
2014 Jul 26 15:20:00.0         173.90       0.003       28 23.89       14 55.12
2014 Jul 26 15:25:00.0         173.91       0.003       27 52.72       14 55.19
2014 Jul 26 15:30:00.0         173.92       0.003       27 22.47       14 55.26
2014 Jul 26 15:35:00.0         173.93       0.003       26 53.26       14 55.33
2014 Jul 26 15:40:00.0         173.94       0.003       26 25.19       14 55.39
2014 Jul 26 15:45:00.0         173.95       0.003       25 58.36       14 55.45
2014 Jul 26 15:50:00.0         173.96       0.003       25 32.88       14 55.50
2014 Jul 26 15:55:00.0         173.97       0.003       25 08.87       14 55.55
2014 Jul 26 16:00:00.0         173.98       0.003       24 46.44       14 55.59
2014 Jul 26 16:05:00.0         173.99       0.003       24 25.69       14 55.63
2014 Jul 26 16:10:00.0         174.00       0.003       24 06.73       14 55.66
2014 Jul 26 16:15:00.0         174.01       0.003       23 49.66       14 55.69
2014 Jul 26 16:20:00.0         174.02       0.003       23 34.59       14 55.71
2014 Jul 26 16:25:00.0         174.03       0.003       23 21.60       14 55.73
2014 Jul 26 16:30:00.0         174.04       0.003       23 10.76       14 55.75
2014 Jul 26 16:35:00.0         174.04       0.003       23 02.16       14 55.76
2014 Jul 26 16:40:00.0         174.05       0.003       22 55.84       14 55.76
2014 Jul 26 16:45:00.0         174.06       0.003       22 51.84       14 55.76
2014 Jul 26 16:50:00.0         174.07       0.003       22 50.20       14 55.76
2014 Jul 26 16:55:00.0         174.08       0.003       22 50.93       14 55.75
2014 Jul 26 17:00:00.0         174.08       0.003       22 54.01       14 55.74
2014 Jul 26 17:05:00.0         174.09       0.003       22 59.44       14 55.72
2014 Jul 26 17:10:00.0         174.10       0.003       23 07.17       14 55.70
2014 Jul 26 17:15:00.0         174.11       0.003       23 17.15       14 55.67
2014 Jul 26 17:20:00.0         174.11       0.003       23 29.33       14 55.63
2014 Jul 26 17:25:00.0         174.12       0.003       23 43.62       14 55.60
2014 Jul 26 17:30:00.0         174.13       0.003       23 59.94       14 55.55
2014 Jul 26 17:35:00.0         174.13       0.003       24 18.20       14 55.51
2014 Jul 26 17:40:00.0         174.14       0.003       24 38.30       14 55.45
2014 Jul 26 17:45:00.0         174.15       0.003       25 00.12       14 55.40
2014 Jul 26 17:50:00.0         174.15       0.003       25 23.57       14 55.34
2014 Jul 26 17:55:00.0         174.16       0.003       25 48.53       14 55.27
2014 Jul 26 18:00:00.0         174.17       0.003       26 14.90       14 55.20
2014 Jul 26 18:05:00.0         174.17       0.003       26 42.56       14 55.13
2014 Jul 26 18:10:00.0         174.18       0.003       27 11.40       14 55.05
2014 Jul 26 18:15:00.0         174.18       0.003       27 41.31       14 54.96
2014 Jul 26 18:20:00.0         174.19       0.003       28 12.21       14 54.87
2014 Jul 26 18:25:00.0         174.19       0.003       28 43.97       14 54.78
2014 Jul 26 18:30:00.0         174.20       0.003       29 16.52       14 54.68
2014 Jul 26 18:35:00.0         174.21       0.003       29 49.75       14 54.58
2014 Jul 26 18:40:00.0         174.21       0.003       30 23.57       14 54.48
2014 Jul 26 18:45:00.0         174.22       0.003       30 57.91       14 54.37
2014 Jul 26 18:50:00.0         174.22       0.003       31 32.68       14 54.25
2014 Jul 26 18:55:00.0         174.23       0.003       32 07.81       14 54.13
2014 Jul 26 19:00:00.0         174.23       0.003       32 43.22       14 54.01
2014 Jul 26 19:05:00.0         174.24       0.003       33 18.84       14 53.88
2014 Jul 26 19:10:00.0         174.24       0.003       33 54.61       14 53.75
2014 Jul 26 19:15:00.0         174.25       0.003       34 30.47       14 53.62
2014 Jul 26 19:20:00.0         174.25       0.003       35 06.36       14 53.48
2014 Jul 26 19:25:00.0         174.26       0.003       35 42.21       14 53.34
2014 Jul 26 19:30:00.0         174.26       0.003       36 17.99       14 53.19
2014 Jul 26 19:35:00.0         174.26       0.003       36 53.63       14 53.04
2014 Jul 26 19:40:00.0         174.27       0.002       37 29.10       14 52.89
2014 Jul 26 19:45:00.0         174.27       0.002       38 04.35       14 52.73
2014 Jul 26 19:50:00.0         174.28       0.002       38 39.33       14 52.57
2014 Jul 26 19:55:00.0         174.28       0.002       39 14.00       14 52.41
2014 Jul 26 20:00:00.0         174.28       0.002       39 48.33       14 52.24
2014 Jul 26 20:05:00.0         174.29       0.002       40 22.28       14 52.07
2014 Jul 26 20:10:00.0         174.29       0.002       40 55.82       14 51.90
2014 Jul 26 20:15:00.0         174.30       0.002       41 28.91       14 51.72
2014 Jul 26 20:20:00.0         174.30       0.002       42 01.52       14 51.54
2014 Jul 26 20:25:00.0         174.30       0.002       42 33.63       14 51.36
2014 Jul 26 20:30:00.0         174.31       0.002       43 05.20       14 51.17
2014 Jul 26 20:35:00.0         174.31       0.002       43 36.21       14 50.99
2014 Jul 26 20:40:00.0         174.31       0.002       44 06.64       14 50.80
2014 Jul 26 20:45:00.0         174.32       0.002       44 36.46       14 50.60
2014 Jul 26 20:50:00.0         174.32       0.002       45 05.65       14 50.41
2014 Jul 26 20:55:00.0         174.32       0.002       45 34.18       14 50.21
2014 Jul 26 21:00:00.0         174.33       0.002       46 02.05       14 50.01
2014 Jul 26 21:05:00.0         174.33       0.002       46 29.23       14 49.81
2014 Jul 26 21:10:00.0         174.33       0.002       46 55.70       14 49.60
2014 Jul 26 21:15:00.0         174.33       0.002       47 21.45       14 49.40
2014 Jul 26 21:20:00.0         174.34       0.002       47 46.46       14 49.19
2014 Jul 26 21:25:00.0         174.34       0.002       48 10.71       14 48.98
2014 Jul 26 21:30:00.0         174.34       0.002       48 34.21       14 48.76
2014 Jul 26 21:35:00.0         174.34       0.002       48 56.92       14 48.55
2014 Jul 26 21:40:00.0         174.35       0.002       49 18.84       14 48.34
2014 Jul 26 21:45:00.0         174.35       0.002       49 39.97       14 48.12
2014 Jul 26 21:50:00.0         174.35       0.002       50 00.28       14 47.90
2014 Jul 26 21:55:00.0         174.35       0.002       50 19.78       14 47.68
2014 Jul 26 22:00:00.0         174.35       0.002       50 38.45       14 47.46
2014 Jul 26 22:05:00.0         174.36       0.002       50 56.29       14 47.24
2014 Jul 26 22:10:00.0         174.36       0.002       51 13.29       14 47.02
2014 Jul 26 22:15:00.0         174.36       0.002       51 29.45       14 46.79
2014 Jul 26 22:20:00.0         174.36       0.002       51 44.76       14 46.57
2014 Jul 26 22:25:00.0         174.36       0.002       51 59.22       14 46.34
2014 Jul 26 22:30:00.0         174.36       0.002       52 12.82       14 46.12
2014 Jul 26 22:35:00.0         174.36       0.002       52 25.57       14 45.89
2014 Jul 26 22:40:00.0         174.36       0.002       52 37.46       14 45.66
2014 Jul 26 22:45:00.0         174.36       0.002       52 48.49       14 45.44
2014 Jul 26 22:50:00.0         174.37       0.002       52 58.67       14 45.21
2014 Jul 26 22:55:00.0         174.37       0.002       53 07.99       14 44.98
2014 Jul 26 23:00:00.0         174.37       0.002       53 16.46       14 44.76
2014 Jul 26 23:05:00.0         174.37       0.002       53 24.07       14 44.53
2014 Jul 26 23:10:00.0         174.36       0.002       53 30.84       14 44.30
2014 Jul 26 23:15:00.0         174.36       0.002       53 36.77       14 44.08
2014 Jul 26 23:20:00.0         174.36       0.002       53 41.86       14 43.85
2014 Jul 26 23:25:00.0         174.36       0.002       53 46.11       14 43.62
2014 Jul 26 23:30:00.0         174.36       0.002       53 49.54       14 43.40
2014 Jul 26 23:35:00.0         174.36       0.002       53 52.16       14 43.17
2014 Jul 26 23:40:00.0         174.36       0.002       53 53.96       14 42.95
2014 Jul 26 23:45:00.0         174.36       0.002       53 54.96       14 42.73
2014 Jul 26 23:50:00.0         174.36       0.002       53 55.17       14 42.51
2014 Jul 26 23:55:00.0         174.35       0.002       53 54.60       14 42.29
2014 Jul 27 00:00:00.0         174.35       0.002       53 53.26       14 42.07
2014 Jul 27 00:05:00.0         174.35       0.002       53 51.17       14 41.85
2014 Jul 27 00:10:00.0         174.35       0.002       53 48.32       14 41.63
2014 Jul 27 00:15:00.0         174.34       0.002       53 44.75       14 41.42
2014 Jul 27 00:20:00.0         174.34       0.002       53 40.46       14 41.20
2014 Jul 27 00:25:00.0         174.34       0.002       53 35.46       14 40.99
2014 Jul 27 00:30:00.0         174.33       0.002       53 29.78       14 40.78
2014 Jul 27 00:35:00.0         174.33       0.002       53 23.43       14 40.57
2014 Jul 27 00:40:00.0         174.32       0.002       53 16.43       14 40.36
2014 Jul 27 00:45:00.0         174.32       0.002       53 08.79       14 40.16
2014 Jul 27 00:50:00.0         174.31       0.002       53 00.53       14 39.96
2014 Jul 27 00:55:00.0         174.31       0.002       52 51.68       14 39.76
2014 Jul 27 01:00:00.0         174.30       0.002       52 42.25       14 39.56
2014 Jul 27 01:05:00.0         174.30       0.002       52 32.27       14 39.36
2014 Jul 27 01:10:00.0         174.29       0.002       52 21.75       14 39.17
2014 Jul 27 01:15:00.0         174.29       0.002       52 10.72       14 38.98
2014 Jul 27 01:20:00.0         174.28       0.002       51 59.20       14 38.79
2014 Jul 27 01:25:00.0         174.27       0.002       51 47.22       14 38.60
2014 Jul 27 01:30:00.0         174.27       0.003       51 34.80       14 38.42
2014 Jul 27 01:35:00.0         174.26       0.003       51 21.97       14 38.24
2014 Jul 27 01:40:00.0         174.25       0.003       51 08.75       14 38.06
2014 Jul 27 01:45:00.0         174.24       0.003       50 55.17       14 37.88
2014 Jul 27 01:50:00.0         174.23       0.003       50 41.25       14 37.71
2014 Jul 27 01:55:00.0         174.23       0.003       50 27.04       14 37.54
2014 Jul 27 02:00:00.0         174.22       0.003       50 12.54       14 37.38
2014 Jul 27 02:05:00.0         174.21       0.003       49 57.80       14 37.21
2014 Jul 27 02:10:00.0         174.20       0.003       49 42.85       14 37.05
2014 Jul 27 02:15:00.0         174.19       0.003       49 27.71       14 36.90
2014 Jul 27 02:20:00.0         174.18       0.003       49 12.41       14 36.75
2014 Jul 27 02:25:00.0         174.17       0.003       48 57.00       14 36.60
2014 Jul 27 02:30:00.0         174.16       0.003       48 41.50       14 36.45
2014 Jul 27 02:35:00.0         174.15       0.003       48 25.94       14 36.31
2014 Jul 27 02:40:00.0         174.13       0.003       48 10.36       14 36.17
2014 Jul 27 02:45:00.0         174.12       0.003       47 54.79       14 36.03
2014 Jul 27 02:50:00.0         174.11       0.003       47 39.27       14 35.90
2014 Jul 27 02:55:00.0         174.10       0.003       47 23.83       14 35.78
2014 Jul 27 03:00:00.0         174.08       0.003       47 08.51       14 35.65
2014 Jul 27 03:05:00.0         174.07       0.003       46 53.33       14 35.53
2014 Jul 27 03:10:00.0         174.06       0.003       46 38.34       14 35.42
2014 Jul 27 03:15:00.0         174.04       0.003       46 23.58       14 35.30
2014 Jul 27 03:20:00.0         174.03       0.003       46 09.07       14 35.20
2014 Jul 27 03:25:00.0         174.01       0.003       45 54.85       14 35.09
2014 Jul 27 03:30:00.0         174.00       0.003       45 40.95       14 34.99
2014 Jul 27 03:35:00.0         173.98       0.003       45 27.42       14 34.90
2014 Jul 27 03:40:00.0         173.97       0.003       45 14.28       14 34.80
2014 Jul 27 03:45:00.0         173.95       0.003       45 01.56       14 34.72
2014 Jul 27 03:50:00.0         173.93       0.003       44 49.31       14 34.63
2014 Jul 27 03:55:00.0         173.92       0.003       44 37.55       14 34.55
2014 Jul 27 04:00:00.0         173.90       0.003       44 26.31       14 34.48
2014 Jul 27 04:05:00.0         173.88       0.003       44 15.62       14 34.41
2014 Jul 27 04:10:00.0         173.87       0.003       44 05.52       14 34.34
2014 Jul 27 04:15:00.0         173.85       0.003       43 56.02       14 34.28
2014 Jul 27 04:20:00.0         173.83       0.003       43 47.16       14 34.22
2014 Jul 27 04:25:00.0         173.81       0.003       43 38.96       14 34.17
2014 Jul 27 04:30:00.0         173.79       0.003       43 31.45       14 34.12
2014 Jul 27 04:35:00.0         173.77       0.003       43 24.64       14 34.08
