                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                           Cherry Springs State Park                          
                Location:  W 77°48'45.0", N41°39'52.6",   710m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 08 08:40:00.0          56.12       0.779       52 07.70       15 42.14
2014 Jul 08 08:45:00.0          56.07       0.779       51 43.51       15 41.97
2014 Jul 08 08:50:00.0          56.02       0.779       51 18.56       15 41.80
2014 Jul 08 08:55:00.0          55.97       0.780       50 52.87       15 41.64
2014 Jul 08 09:00:00.0          55.92       0.780       50 26.46       15 41.47
2014 Jul 08 09:05:00.0          55.88       0.780       49 59.33       15 41.31
2014 Jul 08 09:10:00.0          55.83       0.781       49 31.50       15 41.15
2014 Jul 08 09:15:00.0          55.78       0.781       49 02.99       15 40.99
2014 Jul 08 09:20:00.0          55.73       0.782       48 33.81       15 40.84
2014 Jul 08 09:25:00.0          55.68       0.782       48 03.99       15 40.68
2014 Jul 08 09:30:00.0          55.63       0.782       47 33.54       15 40.53
2014 Jul 08 09:35:00.0          55.58       0.783       47 02.48       15 40.39
2014 Jul 08 09:40:00.0          55.53       0.783       46 30.84       15 40.24
2014 Jul 08 09:45:00.0          55.48       0.783       45 58.64       15 40.10
2014 Jul 08 09:50:00.0          55.42       0.784       45 25.90       15 39.96
2014 Jul 08 09:55:00.0          55.37       0.784       44 52.65       15 39.83
2014 Jul 08 10:00:00.0          55.32       0.784       44 18.92       15 39.70
2014 Jul 08 10:05:00.0          55.27       0.785       43 44.73       15 39.57
2014 Jul 08 10:10:00.0          55.22       0.785       43 10.11       15 39.44
2014 Jul 08 10:15:00.0          55.17       0.786       42 35.09       15 39.32
2014 Jul 08 10:20:00.0          55.11       0.786       41 59.71       15 39.20
2014 Jul 08 10:25:00.0          55.06       0.786       41 24.00       15 39.08
2014 Jul 08 10:30:00.0          55.01       0.787       40 47.99       15 38.97
2014 Jul 08 10:35:00.0          54.95       0.787       40 11.73       15 38.86
2014 Jul 08 10:40:00.0          54.90       0.788       39 35.26       15 38.76
2014 Jul 08 10:45:00.0          54.85       0.788       38 58.61       15 38.66
2014 Jul 08 10:50:00.0          54.79       0.788       38 21.83       15 38.56
2014 Jul 08 10:55:00.0          54.74       0.789       37 44.97       15 38.47
2014 Jul 08 11:00:00.0          54.68       0.789       37 08.07       15 38.38
2014 Jul 08 11:05:00.0          54.63       0.789       36 31.19       15 38.29
2014 Jul 08 11:10:00.0          54.57       0.790       35 54.38       15 38.21
2014 Jul 08 11:15:00.0          54.52       0.790       35 17.70       15 38.14
2014 Jul 08 11:20:00.0          54.46       0.791       34 41.21       15 38.06
2014 Jul 08 11:25:00.0          54.41       0.791       34 04.97       15 37.99
2014 Jul 08 11:30:00.0          54.35       0.791       33 29.05       15 37.93
2014 Jul 08 11:35:00.0          54.30       0.792       32 53.51       15 37.87
2014 Jul 08 11:40:00.0          54.24       0.792       32 18.44       15 37.81
2014 Jul 08 11:45:00.0          54.18       0.793       31 43.90       15 37.76
2014 Jul 08 11:50:00.0          54.13       0.793       31 09.98       15 37.72
2014 Jul 08 11:55:00.0          54.07       0.793       30 36.77       15 37.67
2014 Jul 08 12:00:00.0          54.01       0.794       30 04.34       15 37.64
2014 Jul 08 12:05:00.0          53.96       0.794       29 32.80       15 37.60
2014 Jul 08 12:10:00.0          53.90       0.795       29 02.22       15 37.58
2014 Jul 08 12:15:00.0          53.84       0.795       28 32.72       15 37.55
2014 Jul 08 12:20:00.0          53.79       0.795       28 04.40       15 37.53
2014 Jul 08 12:25:00.0          53.73       0.796       27 37.34       15 37.52
2014 Jul 08 12:30:00.0          53.67       0.796       27 11.66       15 37.51
2014 Jul 08 12:35:00.0          53.61       0.797       26 47.47       15 37.50
2014 Jul 08 12:40:00.0          53.56       0.797       26 24.85       15 37.50
2014 Jul 08 12:45:00.0          53.50       0.797       26 03.92       15 37.51
2014 Jul 08 12:50:00.0          53.44       0.798       25 44.78       15 37.52
2014 Jul 08 12:55:00.0          53.38       0.798       25 27.52       15 37.53
2014 Jul 08 13:00:00.0          53.33       0.799       25 12.23       15 37.55
2014 Jul 08 13:05:00.0          53.27       0.799       24 58.99       15 37.57
2014 Jul 08 13:10:00.0          53.21       0.799       24 47.88       15 37.60
2014 Jul 08 13:15:00.0          53.15       0.800       24 38.96       15 37.63
2014 Jul 08 13:20:00.0          53.09       0.800       24 32.28       15 37.67
2014 Jul 08 13:25:00.0          53.04       0.801       24 27.89       15 37.72
2014 Jul 08 13:30:00.0          52.98       0.801       24 25.81       15 37.76
2014 Jul 08 13:35:00.0          52.92       0.801       24 26.06       15 37.82
2014 Jul 08 13:40:00.0          52.86       0.802       24 28.63       15 37.87
2014 Jul 08 13:45:00.0          52.80       0.802       24 33.51       15 37.94
2014 Jul 08 13:50:00.0          52.74       0.803       24 40.67       15 38.01
2014 Jul 08 13:55:00.0          52.69       0.803       24 50.07       15 38.08
2014 Jul 08 14:00:00.0          52.63       0.803       25 01.65       15 38.16
2014 Jul 08 14:05:00.0          52.57       0.804       25 15.35       15 38.24
2014 Jul 08 14:10:00.0          52.51       0.804       25 31.08       15 38.32
2014 Jul 08 14:15:00.0          52.45       0.805       25 48.78       15 38.42
2014 Jul 08 14:20:00.0          52.39       0.805       26 08.33       15 38.51
2014 Jul 08 14:25:00.0          52.34       0.806       26 29.66       15 38.62
2014 Jul 08 14:30:00.0          52.28       0.806       26 52.66       15 38.72
2014 Jul 08 14:35:00.0          52.22       0.806       27 17.23       15 38.83
2014 Jul 08 14:40:00.0          52.16       0.807       27 43.26       15 38.95
2014 Jul 08 14:45:00.0          52.10       0.807       28 10.65       15 39.07
2014 Jul 08 14:50:00.0          52.04       0.808       28 39.30       15 39.19
2014 Jul 08 14:55:00.0          51.99       0.808       29 09.11       15 39.32
2014 Jul 08 15:00:00.0          51.93       0.808       29 39.97       15 39.46
2014 Jul 08 15:05:00.0          51.87       0.809       30 11.80       15 39.60
2014 Jul 08 15:10:00.0          51.81       0.809       30 44.50       15 39.74
2014 Jul 08 15:15:00.0          51.76       0.810       31 17.97       15 39.89
2014 Jul 08 15:20:00.0          51.70       0.810       31 52.14       15 40.04
2014 Jul 08 15:25:00.0          51.64       0.810       32 26.91       15 40.20
2014 Jul 08 15:30:00.0          51.58       0.811       33 02.22       15 40.36
2014 Jul 08 15:35:00.0          51.53       0.811       33 37.97       15 40.53
2014 Jul 08 15:40:00.0          51.47       0.811       34 14.11       15 40.70
2014 Jul 08 15:45:00.0          51.41       0.812       34 50.56       15 40.87
2014 Jul 08 15:50:00.0          51.35       0.812       35 27.25       15 41.05
2014 Jul 08 15:55:00.0          51.30       0.813       36 04.13       15 41.24
2014 Jul 08 16:00:00.0          51.24       0.813       36 41.14       15 41.42
2014 Jul 08 16:05:00.0          51.19       0.813       37 18.21       15 41.62
2014 Jul 08 16:10:00.0          51.13       0.814       37 55.29       15 41.81
2014 Jul 08 16:15:00.0          51.07       0.814       38 32.34       15 42.01
2014 Jul 08 16:20:00.0          51.02       0.815       39 09.31       15 42.21
2014 Jul 08 16:25:00.0          50.96       0.815       39 46.15       15 42.42
2014 Jul 08 16:30:00.0          50.91       0.815       40 22.81       15 42.63
2014 Jul 08 16:35:00.0          50.85       0.816       40 59.26       15 42.85
2014 Jul 08 16:40:00.0          50.79       0.816       41 35.45       15 43.06
2014 Jul 08 16:45:00.0          50.74       0.816       42 11.35       15 43.29
2014 Jul 08 16:50:00.0          50.68       0.817       42 46.93       15 43.51
2014 Jul 08 16:55:00.0          50.63       0.817       43 22.14       15 43.74
2014 Jul 08 17:00:00.0          50.58       0.818       43 56.97       15 43.97
2014 Jul 08 17:05:00.0          50.52       0.818       44 31.37       15 44.21
2014 Jul 08 17:10:00.0          50.47       0.818       45 05.31       15 44.45
2014 Jul 08 17:15:00.0          50.41       0.819       45 38.78       15 44.69
2014 Jul 08 17:20:00.0          50.36       0.819       46 11.74       15 44.93
2014 Jul 08 17:25:00.0          50.31       0.819       46 44.17       15 45.18
2014 Jul 08 17:30:00.0          50.25       0.820       47 16.04       15 45.43
2014 Jul 08 17:35:00.0          50.20       0.820       47 47.34       15 45.69
2014 Jul 08 17:40:00.0          50.15       0.820       48 18.04       15 45.94
2014 Jul 08 17:45:00.0          50.09       0.821       48 48.13       15 46.20
2014 Jul 08 17:50:00.0          50.04       0.821       49 17.57       15 46.46
2014 Jul 08 17:55:00.0          49.99       0.821       49 46.36       15 46.73
2014 Jul 08 18:00:00.0          49.94       0.822       50 14.48       15 46.99
2014 Jul 08 18:05:00.0          49.89       0.822       50 41.91       15 47.26
2014 Jul 08 18:10:00.0          49.84       0.822       51 08.63       15 47.53
2014 Jul 08 18:15:00.0          49.78       0.823       51 34.64       15 47.81
2014 Jul 08 18:20:00.0          49.73       0.823       51 59.92       15 48.08
2014 Jul 08 18:25:00.0          49.68       0.824       52 24.46       15 48.36
2014 Jul 08 18:30:00.0          49.63       0.824       52 48.24       15 48.64
2014 Jul 08 18:35:00.0          49.58       0.824       53 11.26       15 48.92
2014 Jul 08 18:40:00.0          49.53       0.824       53 33.50       15 49.20
2014 Jul 08 18:45:00.0          49.48       0.825       53 54.96       15 49.49
2014 Jul 08 18:50:00.0          49.44       0.825       54 15.63       15 49.77
2014 Jul 08 18:55:00.0          49.39       0.825       54 35.51       15 50.06
2014 Jul 08 19:00:00.0          49.34       0.826       54 54.57       15 50.35
2014 Jul 08 19:05:00.0          49.29       0.826       55 12.83       15 50.64
2014 Jul 08 19:10:00.0          49.24       0.826       55 30.27       15 50.93
2014 Jul 08 19:15:00.0          49.20       0.827       55 46.90       15 51.22
2014 Jul 08 19:20:00.0          49.15       0.827       56 02.70       15 51.51
2014 Jul 08 19:25:00.0          49.10       0.827       56 17.68       15 51.80
2014 Jul 08 19:30:00.0          49.05       0.828       56 31.84       15 52.09
2014 Jul 08 19:35:00.0          49.01       0.828       56 45.17       15 52.39
2014 Jul 08 19:40:00.0          48.96       0.828       56 57.67       15 52.68
2014 Jul 08 19:45:00.0          48.92       0.829       57 09.35       15 52.98
2014 Jul 08 19:50:00.0          48.87       0.829       57 20.20       15 53.27
2014 Jul 08 19:55:00.0          48.83       0.829       57 30.23       15 53.57
2014 Jul 08 20:00:00.0          48.78       0.829       57 39.44       15 53.86
2014 Jul 08 20:05:00.0          48.74       0.830       57 47.84       15 54.16
2014 Jul 08 20:10:00.0          48.69       0.830       57 55.43       15 54.45
2014 Jul 08 20:15:00.0          48.65       0.830       58 02.22       15 54.75
2014 Jul 08 20:20:00.0          48.60       0.831       58 08.20       15 55.04
2014 Jul 08 20:25:00.0          48.56       0.831       58 13.40       15 55.33
2014 Jul 08 20:30:00.0          48.52       0.831       58 17.81       15 55.63
2014 Jul 08 20:35:00.0          48.48       0.831       58 21.45       15 55.92
2014 Jul 08 20:40:00.0          48.43       0.832       58 24.32       15 56.21
2014 Jul 08 20:45:00.0          48.39       0.832       58 26.44       15 56.50
2014 Jul 08 20:50:00.0          48.35       0.832       58 27.81       15 56.79
2014 Jul 08 20:55:00.0          48.31       0.833       58 28.45       15 57.08
2014 Jul 08 21:00:00.0          48.27       0.833       58 28.37       15 57.36
2014 Jul 08 21:05:00.0          48.23       0.833       58 27.58       15 57.65
2014 Jul 08 21:10:00.0          48.18       0.833       58 26.11       15 57.93
2014 Jul 08 21:15:00.0          48.14       0.834       58 23.95       15 58.21
2014 Jul 08 21:20:00.0          48.10       0.834       58 21.13       15 58.49
2014 Jul 08 21:25:00.0          48.06       0.834       58 17.66       15 58.77
2014 Jul 08 21:30:00.0          48.03       0.834       58 13.57       15 59.05
2014 Jul 08 21:35:00.0          47.99       0.835       58 08.86       15 59.32
2014 Jul 08 21:40:00.0          47.95       0.835       58 03.56       15 59.59
2014 Jul 08 21:45:00.0          47.91       0.835       57 57.69       15 59.86
2014 Jul 08 21:50:00.0          47.87       0.835       57 51.26       16 00.13
2014 Jul 08 21:55:00.0          47.83       0.836       57 44.31       16 00.40
2014 Jul 08 22:00:00.0          47.80       0.836       57 36.84       16 00.66
2014 Jul 08 22:05:00.0          47.76       0.836       57 28.89       16 00.92
2014 Jul 08 22:10:00.0          47.72       0.836       57 20.47       16 01.18
2014 Jul 08 22:15:00.0          47.68       0.837       57 11.61       16 01.43
2014 Jul 08 22:20:00.0          47.65       0.837       57 02.34       16 01.68
2014 Jul 08 22:25:00.0          47.61       0.837       56 52.67       16 01.93
2014 Jul 08 22:30:00.0          47.58       0.837       56 42.64       16 02.18
2014 Jul 08 22:35:00.0          47.54       0.838       56 32.27       16 02.42
2014 Jul 08 22:40:00.0          47.50       0.838       56 21.59       16 02.66
2014 Jul 08 22:45:00.0          47.47       0.838       56 10.63       16 02.89
2014 Jul 08 22:50:00.0          47.43       0.838       55 59.41       16 03.13
2014 Jul 08 22:55:00.0          47.40       0.838       55 47.97       16 03.36
2014 Jul 08 23:00:00.0          47.36       0.839       55 36.32       16 03.58
2014 Jul 08 23:05:00.0          47.33       0.839       55 24.52       16 03.80
2014 Jul 08 23:10:00.0          47.30       0.839       55 12.57       16 04.02
2014 Jul 08 23:15:00.0          47.26       0.839       55 00.52       16 04.23
2014 Jul 08 23:20:00.0          47.23       0.840       54 48.39       16 04.44
2014 Jul 08 23:25:00.0          47.20       0.840       54 36.22       16 04.65
2014 Jul 08 23:30:00.0          47.16       0.840       54 24.04       16 04.85
2014 Jul 08 23:35:00.0          47.13       0.840       54 11.87       16 05.05
2014 Jul 08 23:40:00.0          47.10       0.840       53 59.76       16 05.24
2014 Jul 08 23:45:00.0          47.06       0.841       53 47.73       16 05.43
2014 Jul 08 23:50:00.0          47.03       0.841       53 35.81       16 05.61
2014 Jul 08 23:55:00.0          47.00       0.841       53 24.04       16 05.79
2014 Jul 09 00:00:00.0          46.97       0.841       53 12.45       16 05.97
2014 Jul 09 00:05:00.0          46.94       0.841       53 01.07       16 06.14
2014 Jul 09 00:10:00.0          46.90       0.842       52 49.93       16 06.30
2014 Jul 09 00:15:00.0          46.87       0.842       52 39.06       16 06.46
2014 Jul 09 00:20:00.0          46.84       0.842       52 28.50       16 06.62
2014 Jul 09 00:25:00.0          46.81       0.842       52 18.26       16 06.77
2014 Jul 09 00:30:00.0          46.78       0.842       52 08.38       16 06.92
2014 Jul 09 00:35:00.0          46.75       0.843       51 58.90       16 07.06
2014 Jul 09 00:40:00.0          46.72       0.843       51 49.82       16 07.20
2014 Jul 09 00:45:00.0          46.69       0.843       51 41.19       16 07.33
2014 Jul 09 00:50:00.0          46.66       0.843       51 33.03       16 07.46
2014 Jul 09 00:55:00.0          46.63       0.843       51 25.35       16 07.58
2014 Jul 09 01:00:00.0          46.60       0.844       51 18.19       16 07.70
2014 Jul 09 01:05:00.0          46.57       0.844       51 11.57       16 07.81
2014 Jul 09 01:10:00.0          46.54       0.844       51 05.50       16 07.92
2014 Jul 09 01:15:00.0          46.51       0.844       51 00.00       16 08.02
2014 Jul 09 01:20:00.0          46.48       0.844       50 55.10       16 08.11
2014 Jul 09 01:25:00.0          46.45       0.845       50 50.80       16 08.20
2014 Jul 09 01:30:00.0          46.42       0.845       50 47.11       16 08.29
2014 Jul 09 01:35:00.0          46.39       0.845       50 44.06       16 08.37
2014 Jul 09 01:40:00.0          46.36       0.845       50 41.65       16 08.45
2014 Jul 09 01:45:00.0          46.33       0.845       50 39.89       16 08.52
2014 Jul 09 01:50:00.0          46.30       0.845       50 38.78       16 08.58
2014 Jul 09 01:55:00.0          46.27       0.846       50 38.34       16 08.64
2014 Jul 09 02:00:00.0          46.24       0.846       50 38.55       16 08.69
2014 Jul 09 02:05:00.0          46.21       0.846       50 39.42       16 08.74
2014 Jul 09 02:10:00.0          46.18       0.846       50 40.95       16 08.79
2014 Jul 09 02:15:00.0          46.15       0.846       50 43.13       16 08.82
2014 Jul 09 02:20:00.0          46.12       0.847       50 45.97       16 08.86
2014 Jul 09 02:25:00.0          46.09       0.847       50 49.44       16 08.89
2014 Jul 09 02:30:00.0          46.06       0.847       50 53.54       16 08.91
2014 Jul 09 02:35:00.0          46.03       0.847       50 58.27       16 08.92
2014 Jul 09 02:40:00.0          46.00       0.847       51 03.60       16 08.94
2014 Jul 09 02:45:00.0          45.97       0.847       51 09.51       16 08.94
2014 Jul 09 02:50:00.0          45.94       0.848       51 16.01       16 08.94
2014 Jul 09 02:55:00.0          45.91       0.848       51 23.05       16 08.94
2014 Jul 09 03:00:00.0          45.88       0.848       51 30.63       16 08.93
2014 Jul 09 03:05:00.0          45.85       0.848       51 38.73       16 08.92
2014 Jul 09 03:10:00.0          45.82       0.848       51 47.32       16 08.90
2014 Jul 09 03:15:00.0          45.80       0.849       51 56.37       16 08.87
2014 Jul 09 03:20:00.0          45.77       0.849       52 05.86       16 08.84
2014 Jul 09 03:25:00.0          45.73       0.849       52 15.77       16 08.81
2014 Jul 09 03:30:00.0          45.70       0.849       52 26.06       16 08.77
2014 Jul 09 03:35:00.0          45.67       0.849       52 36.72       16 08.73
2014 Jul 09 03:40:00.0          45.64       0.850       52 47.70       16 08.68
2014 Jul 09 03:45:00.0          45.61       0.850       52 58.99       16 08.62
2014 Jul 09 03:50:00.0          45.58       0.850       53 10.55       16 08.56
2014 Jul 09 03:55:00.0          45.55       0.850       53 22.34       16 08.50
2014 Jul 09 04:00:00.0          45.52       0.850       53 34.35       16 08.43
2014 Jul 09 04:05:00.0          45.49       0.851       53 46.54       16 08.36
2014 Jul 09 04:10:00.0          45.46       0.851       53 58.86       16 08.28
2014 Jul 09 04:15:00.0          45.43       0.851       54 11.31       16 08.20
2014 Jul 09 04:20:00.0          45.40       0.851       54 23.83       16 08.12
2014 Jul 09 04:25:00.0          45.36       0.851       54 36.41       16 08.03
2014 Jul 09 04:30:00.0          45.33       0.851       54 49.00       16 07.93
2014 Jul 09 04:35:00.0          45.30       0.852       55 01.58       16 07.83
2014 Jul 09 04:40:00.0          45.27       0.852       55 14.12       16 07.73
2014 Jul 09 04:45:00.0          45.24       0.852       55 26.58       16 07.62
2014 Jul 09 04:50:00.0          45.20       0.852       55 38.93       16 07.51
2014 Jul 09 04:55:00.0          45.17       0.852       55 51.14       16 07.40
2014 Jul 09 05:00:00.0          45.14       0.853       56 03.18       16 07.28
2014 Jul 09 05:05:00.0          45.10       0.853       56 15.02       16 07.15
2014 Jul 09 05:10:00.0          45.07       0.853       56 26.64       16 07.03
2014 Jul 09 05:15:00.0          45.04       0.853       56 38.00       16 06.90
2014 Jul 09 05:20:00.0          45.00       0.854       56 49.07       16 06.76
2014 Jul 09 05:25:00.0          44.97       0.854       56 59.83       16 06.63
2014 Jul 09 05:30:00.0          44.94       0.854       57 10.24       16 06.49
2014 Jul 09 05:35:00.0          44.90       0.854       57 20.29       16 06.34
2014 Jul 09 05:40:00.0          44.87       0.854       57 29.94       16 06.20
2014 Jul 09 05:45:00.0          44.83       0.855       57 39.18       16 06.05
2014 Jul 09 05:50:00.0          44.80       0.855       57 47.97       16 05.90
2014 Jul 09 05:55:00.0          44.76       0.855       57 56.29       16 05.74
2014 Jul 09 06:00:00.0          44.72       0.855       58 04.11       16 05.58
2014 Jul 09 06:05:00.0          44.69       0.855       58 11.43       16 05.42
2014 Jul 09 06:10:00.0          44.65       0.856       58 18.20       16 05.26
2014 Jul 09 06:15:00.0          44.62       0.856       58 24.42       16 05.09
2014 Jul 09 06:20:00.0          44.58       0.856       58 30.06       16 04.92
2014 Jul 09 06:25:00.0          44.54       0.856       58 35.10       16 04.75
2014 Jul 09 06:30:00.0          44.50       0.857       58 39.53       16 04.58
2014 Jul 09 06:35:00.0          44.47       0.857       58 43.32       16 04.41
2014 Jul 09 06:40:00.0          44.43       0.857       58 46.45       16 04.23
2014 Jul 09 06:45:00.0          44.39       0.857       58 48.92       16 04.05
2014 Jul 09 06:50:00.0          44.35       0.858       58 50.70       16 03.87
2014 Jul 09 06:55:00.0          44.31       0.858       58 51.77       16 03.69
2014 Jul 09 07:00:00.0          44.27       0.858       58 52.14       16 03.51
2014 Jul 09 07:05:00.0          44.23       0.858       58 51.77       16 03.32
2014 Jul 09 07:10:00.0          44.19       0.858       58 50.66       16 03.14
2014 Jul 09 07:15:00.0          44.15       0.859       58 48.79       16 02.95
2014 Jul 09 07:20:00.0          44.11       0.859       58 46.16       16 02.76
2014 Jul 09 07:25:00.0          44.07       0.859       58 42.76       16 02.57
2014 Jul 09 07:30:00.0          44.03       0.859       58 38.56       16 02.38
2014 Jul 09 07:35:00.0          43.99       0.860       58 33.58       16 02.19
2014 Jul 09 07:40:00.0          43.95       0.860       58 27.78       16 02.00
2014 Jul 09 07:45:00.0          43.91       0.860       58 21.18       16 01.80
2014 Jul 09 07:50:00.0          43.86       0.860       58 13.76       16 01.61
2014 Jul 09 07:55:00.0          43.82       0.861       58 05.51       16 01.42
2014 Jul 09 08:00:00.0          43.78       0.861       57 56.44       16 01.22
2014 Jul 09 08:05:00.0          43.73       0.861       57 46.53       16 01.03
2014 Jul 09 08:10:00.0          43.69       0.862       57 35.79       16 00.84
2014 Jul 09 08:15:00.0          43.65       0.862       57 24.20       16 00.64
2014 Jul 09 08:20:00.0          43.60       0.862       57 11.77       16 00.45
2014 Jul 09 08:25:00.0          43.56       0.862       56 58.50       16 00.26
2014 Jul 09 08:30:00.0          43.51       0.863       56 44.38       16 00.06
2014 Jul 09 08:35:00.0          43.47       0.863       56 29.41       15 59.87
2014 Jul 09 08:40:00.0          43.42       0.863       56 13.61       15 59.68
2014 Jul 09 08:45:00.0          43.38       0.863       55 56.96       15 59.49
2014 Jul 09 08:50:00.0          43.33       0.864       55 39.47       15 59.30
2014 Jul 09 08:55:00.0          43.28       0.864       55 21.14       15 59.11
2014 Jul 09 09:00:00.0          43.24       0.864       55 01.98       15 58.92
2014 Jul 09 09:05:00.0          43.19       0.865       54 41.99       15 58.74
2014 Jul 09 09:10:00.0          43.14       0.865       54 21.18       15 58.55
2014 Jul 09 09:15:00.0          43.10       0.865       53 59.55       15 58.37
2014 Jul 09 09:20:00.0          43.05       0.865       53 37.11       15 58.18
2014 Jul 09 09:25:00.0          43.00       0.866       53 13.87       15 58.00
2014 Jul 09 09:30:00.0          42.95       0.866       52 49.83       15 57.82
2014 Jul 09 09:35:00.0          42.90       0.866       52 25.01       15 57.64
2014 Jul 09 09:40:00.0          42.85       0.867       51 59.42       15 57.47
2014 Jul 09 09:45:00.0          42.80       0.867       51 33.06       15 57.29
2014 Jul 09 09:50:00.0          42.75       0.867       51 05.95       15 57.12
2014 Jul 09 09:55:00.0          42.70       0.867       50 38.11       15 56.95
2014 Jul 09 10:00:00.0          42.65       0.868       50 09.54       15 56.78
2014 Jul 09 10:05:00.0          42.60       0.868       49 40.26       15 56.62
2014 Jul 09 10:10:00.0          42.55       0.868       49 10.29       15 56.45
2014 Jul 09 10:15:00.0          42.50       0.869       48 39.64       15 56.29
2014 Jul 09 10:20:00.0          42.45       0.869       48 08.33       15 56.14
2014 Jul 09 10:25:00.0          42.39       0.869       47 36.38       15 55.98
2014 Jul 09 10:30:00.0          42.34       0.870       47 03.80       15 55.83
2014 Jul 09 10:35:00.0          42.29       0.870       46 30.63       15 55.68
2014 Jul 09 10:40:00.0          42.24       0.870       45 56.88       15 55.53
2014 Jul 09 10:45:00.0          42.18       0.870       45 22.57       15 55.39
2014 Jul 09 10:50:00.0          42.13       0.871       44 47.73       15 55.25
2014 Jul 09 10:55:00.0          42.08       0.871       44 12.38       15 55.11
2014 Jul 09 11:00:00.0          42.02       0.871       43 36.56       15 54.97
2014 Jul 09 11:05:00.0          41.97       0.872       43 00.28       15 54.84
2014 Jul 09 11:10:00.0          41.91       0.872       42 23.58       15 54.71
2014 Jul 09 11:15:00.0          41.86       0.872       41 46.50       15 54.59
2014 Jul 09 11:20:00.0          41.81       0.873       41 09.05       15 54.47
2014 Jul 09 11:25:00.0          41.75       0.873       40 31.29       15 54.35
2014 Jul 09 11:30:00.0          41.70       0.873       39 53.24       15 54.24
2014 Jul 09 11:35:00.0          41.64       0.874       39 14.95       15 54.13
2014 Jul 09 11:40:00.0          41.58       0.874       38 36.45       15 54.02
2014 Jul 09 11:45:00.0          41.53       0.874       37 57.80       15 53.92
2014 Jul 09 11:50:00.0          41.47       0.875       37 19.02       15 53.82
2014 Jul 09 11:55:00.0          41.42       0.875       36 40.18       15 53.73
2014 Jul 09 12:00:00.0          41.36       0.875       36 01.33       15 53.64
2014 Jul 09 12:05:00.0          41.30       0.876       35 22.51       15 53.55
2014 Jul 09 12:10:00.0          41.24       0.876       34 43.78       15 53.47
2014 Jul 09 12:15:00.0          41.19       0.876       34 05.21       15 53.39
2014 Jul 09 12:20:00.0          41.13       0.877       33 26.86       15 53.32
2014 Jul 09 12:25:00.0          41.07       0.877       32 48.80       15 53.25
2014 Jul 09 12:30:00.0          41.01       0.877       32 11.09       15 53.18
2014 Jul 09 12:35:00.0          40.96       0.878       31 33.82       15 53.12
2014 Jul 09 12:40:00.0          40.90       0.878       30 57.05       15 53.07
2014 Jul 09 12:45:00.0          40.84       0.878       30 20.88       15 53.02
2014 Jul 09 12:50:00.0          40.78       0.879       29 45.40       15 52.97
2014 Jul 09 12:55:00.0          40.72       0.879       29 10.69       15 52.93
2014 Jul 09 13:00:00.0          40.67       0.879       28 36.85       15 52.89
2014 Jul 09 13:05:00.0          40.61       0.880       28 03.99       15 52.86
2014 Jul 09 13:10:00.0          40.55       0.880       27 32.21       15 52.83
2014 Jul 09 13:15:00.0          40.49       0.880       27 01.61       15 52.80
2014 Jul 09 13:20:00.0          40.43       0.881       26 32.32       15 52.78
2014 Jul 09 13:25:00.0          40.37       0.881       26 04.44       15 52.77
2014 Jul 09 13:30:00.0          40.31       0.881       25 38.10       15 52.76
2014 Jul 09 13:35:00.0          40.25       0.882       25 13.41       15 52.76
2014 Jul 09 13:40:00.0          40.19       0.882       24 50.50       15 52.76
2014 Jul 09 13:45:00.0          40.13       0.882       24 29.46       15 52.76
2014 Jul 09 13:50:00.0          40.07       0.883       24 10.43       15 52.77
2014 Jul 09 13:55:00.0          40.01       0.883       23 53.50       15 52.79
2014 Jul 09 14:00:00.0          39.95       0.883       23 38.78       15 52.81
2014 Jul 09 14:05:00.0          39.89       0.884       23 26.36       15 52.83
2014 Jul 09 14:10:00.0          39.83       0.884       23 16.31       15 52.86
2014 Jul 09 14:15:00.0          39.77       0.884       23 08.70       15 52.90
2014 Jul 09 14:20:00.0          39.71       0.885       23 03.59       15 52.94
2014 Jul 09 14:25:00.0          39.65       0.885       23 01.01       15 52.98
2014 Jul 09 14:30:00.0          39.59       0.885       23 00.97       15 53.03
2014 Jul 09 14:35:00.0          39.53       0.886       23 03.48       15 53.08
2014 Jul 09 14:40:00.0          39.47       0.886       23 08.52       15 53.14
2014 Jul 09 14:45:00.0          39.41       0.886       23 16.06       15 53.21
2014 Jul 09 14:50:00.0          39.35       0.887       23 26.05       15 53.28
2014 Jul 09 14:55:00.0          39.29       0.887       23 38.42       15 53.35
2014 Jul 09 15:00:00.0          39.23       0.887       23 53.10       15 53.43
2014 Jul 09 15:05:00.0          39.17       0.888       24 09.99       15 53.51
2014 Jul 09 15:10:00.0          39.11       0.888       24 28.99       15 53.60
2014 Jul 09 15:15:00.0          39.05       0.888       24 50.00       15 53.70
2014 Jul 09 15:20:00.0          38.99       0.889       25 12.92       15 53.80
2014 Jul 09 15:25:00.0          38.93       0.889       25 37.61       15 53.90
2014 Jul 09 15:30:00.0          38.87       0.889       26 03.97       15 54.01
2014 Jul 09 15:35:00.0          38.81       0.890       26 31.87       15 54.12
2014 Jul 09 15:40:00.0          38.75       0.890       27 01.20       15 54.24
