                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                           Cherry Springs State Park                          
                Location:  W 77°48'45.0", N41°39'52.6",   710m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 31 16:30:00.0         127.28       0.197       51 23.98       14 57.25
2014 Jul 31 16:35:00.0         127.25       0.197       51 07.79       14 57.47
2014 Jul 31 16:40:00.0         127.22       0.198       50 51.07       14 57.68
2014 Jul 31 16:45:00.0         127.18       0.198       50 33.83       14 57.90
2014 Jul 31 16:50:00.0         127.15       0.198       50 16.11       14 58.11
2014 Jul 31 16:55:00.0         127.12       0.198       49 57.93       14 58.32
2014 Jul 31 17:00:00.0         127.09       0.198       49 39.32       14 58.52
2014 Jul 31 17:05:00.0         127.06       0.199       49 20.30       14 58.73
2014 Jul 31 17:10:00.0         127.03       0.199       49 00.90       14 58.93
2014 Jul 31 17:15:00.0         127.00       0.199       48 41.15       14 59.12
2014 Jul 31 17:20:00.0         126.97       0.199       48 21.09       14 59.32
2014 Jul 31 17:25:00.0         126.94       0.200       48 00.75       14 59.51
2014 Jul 31 17:30:00.0         126.91       0.200       47 40.16       14 59.70
2014 Jul 31 17:35:00.0         126.88       0.200       47 19.35       14 59.88
2014 Jul 31 17:40:00.0         126.85       0.200       46 58.36       15 00.06
2014 Jul 31 17:45:00.0         126.82       0.200       46 37.23       15 00.24
2014 Jul 31 17:50:00.0         126.79       0.201       46 15.99       15 00.42
2014 Jul 31 17:55:00.0         126.76       0.201       45 54.69       15 00.59
2014 Jul 31 18:00:00.0         126.74       0.201       45 33.36       15 00.75
2014 Jul 31 18:05:00.0         126.71       0.201       45 12.05       15 00.92
2014 Jul 31 18:10:00.0         126.68       0.201       44 50.80       15 01.08
2014 Jul 31 18:15:00.0         126.65       0.202       44 29.64       15 01.23
2014 Jul 31 18:20:00.0         126.62       0.202       44 08.63       15 01.39
2014 Jul 31 18:25:00.0         126.60       0.202       43 47.81       15 01.53
2014 Jul 31 18:30:00.0         126.57       0.202       43 27.22       15 01.68
2014 Jul 31 18:35:00.0         126.54       0.202       43 06.91       15 01.82
2014 Jul 31 18:40:00.0         126.51       0.202       42 46.93       15 01.95
2014 Jul 31 18:45:00.0         126.49       0.203       42 27.32       15 02.08
2014 Jul 31 18:50:00.0         126.46       0.203       42 08.13       15 02.21
2014 Jul 31 18:55:00.0         126.43       0.203       41 49.40       15 02.34
2014 Jul 31 19:00:00.0         126.41       0.203       41 31.19       15 02.45
2014 Jul 31 19:05:00.0         126.38       0.203       41 13.54       15 02.57
2014 Jul 31 19:10:00.0         126.36       0.204       40 56.50       15 02.68
2014 Jul 31 19:15:00.0         126.33       0.204       40 40.12       15 02.78
2014 Jul 31 19:20:00.0         126.30       0.204       40 24.43       15 02.88
2014 Jul 31 19:25:00.0         126.28       0.204       40 09.49       15 02.98
2014 Jul 31 19:30:00.0         126.25       0.204       39 55.34       15 03.07
2014 Jul 31 19:35:00.0         126.22       0.205       39 42.01       15 03.16
2014 Jul 31 19:40:00.0         126.20       0.205       39 29.56       15 03.24
2014 Jul 31 19:45:00.0         126.17       0.205       39 18.02       15 03.32
2014 Jul 31 19:50:00.0         126.15       0.205       39 07.42       15 03.39
2014 Jul 31 19:55:00.0         126.12       0.205       38 57.80       15 03.46
2014 Jul 31 20:00:00.0         126.10       0.205       38 49.19       15 03.52
2014 Jul 31 20:05:00.0         126.07       0.206       38 41.61       15 03.58
2014 Jul 31 20:10:00.0         126.05       0.206       38 35.10       15 03.63
2014 Jul 31 20:15:00.0         126.02       0.206       38 29.68       15 03.68
2014 Jul 31 20:20:00.0         126.00       0.206       38 25.36       15 03.72
2014 Jul 31 20:25:00.0         125.97       0.206       38 22.16       15 03.76
2014 Jul 31 20:30:00.0         125.95       0.206       38 20.10       15 03.80
2014 Jul 31 20:35:00.0         125.92       0.207       38 19.17       15 03.83
2014 Jul 31 20:40:00.0         125.89       0.207       38 19.38       15 03.85
2014 Jul 31 20:45:00.0         125.87       0.207       38 20.73       15 03.87
2014 Jul 31 20:50:00.0         125.84       0.207       38 23.22       15 03.88
2014 Jul 31 20:55:00.0         125.82       0.207       38 26.85       15 03.89
2014 Jul 31 21:00:00.0         125.79       0.208       38 31.59       15 03.90
2014 Jul 31 21:05:00.0         125.77       0.208       38 37.43       15 03.90
2014 Jul 31 21:10:00.0         125.74       0.208       38 44.35       15 03.89
2014 Jul 31 21:15:00.0         125.72       0.208       38 52.34       15 03.88
2014 Jul 31 21:20:00.0         125.69       0.208       39 01.36       15 03.86
2014 Jul 31 21:25:00.0         125.67       0.208       39 11.39       15 03.84
2014 Jul 31 21:30:00.0         125.64       0.209       39 22.40       15 03.82
2014 Jul 31 21:35:00.0         125.62       0.209       39 34.34       15 03.79
2014 Jul 31 21:40:00.0         125.59       0.209       39 47.19       15 03.76
2014 Jul 31 21:45:00.0         125.57       0.209       40 00.91       15 03.72
2014 Jul 31 21:50:00.0         125.54       0.209       40 15.45       15 03.67
2014 Jul 31 21:55:00.0         125.51       0.210       40 30.77       15 03.63
2014 Jul 31 22:00:00.0         125.49       0.210       40 46.83       15 03.57
2014 Jul 31 22:05:00.0         125.46       0.210       41 03.59       15 03.51
2014 Jul 31 22:10:00.0         125.44       0.210       41 21.00       15 03.45
2014 Jul 31 22:15:00.0         125.41       0.210       41 39.01       15 03.39
2014 Jul 31 22:20:00.0         125.38       0.210       41 57.57       15 03.31
2014 Jul 31 22:25:00.0         125.36       0.211       42 16.65       15 03.24
2014 Jul 31 22:30:00.0         125.33       0.211       42 36.18       15 03.16
2014 Jul 31 22:35:00.0         125.30       0.211       42 56.13       15 03.07
2014 Jul 31 22:40:00.0         125.28       0.211       43 16.45       15 02.99
2014 Jul 31 22:45:00.0         125.25       0.211       43 37.08       15 02.89
2014 Jul 31 22:50:00.0         125.22       0.212       43 57.99       15 02.80
2014 Jul 31 22:55:00.0         125.20       0.212       44 19.12       15 02.69
2014 Jul 31 23:00:00.0         125.17       0.212       44 40.44       15 02.59
2014 Jul 31 23:05:00.0         125.14       0.212       45 01.89       15 02.48
2014 Jul 31 23:10:00.0         125.11       0.212       45 23.43       15 02.37
2014 Jul 31 23:15:00.0         125.09       0.213       45 45.03       15 02.25
2014 Jul 31 23:20:00.0         125.06       0.213       46 06.63       15 02.13
2014 Jul 31 23:25:00.0         125.03       0.213       46 28.20       15 02.01
2014 Jul 31 23:30:00.0         125.00       0.213       46 49.70       15 01.88
2014 Jul 31 23:35:00.0         124.97       0.213       47 11.08       15 01.75
2014 Jul 31 23:40:00.0         124.95       0.214       47 32.31       15 01.61
2014 Jul 31 23:45:00.0         124.92       0.214       47 53.35       15 01.47
2014 Jul 31 23:50:00.0         124.89       0.214       48 14.17       15 01.33
2014 Jul 31 23:55:00.0         124.86       0.214       48 34.73       15 01.18
2014 Aug 01 00:00:00.0         124.83       0.214       48 55.00       15 01.04
2014 Aug 01 00:05:00.0         124.80       0.215       49 14.94       15 00.88
2014 Aug 01 00:10:00.0         124.77       0.215       49 34.52       15 00.73
2014 Aug 01 00:15:00.0         124.74       0.215       49 53.72       15 00.57
2014 Aug 01 00:20:00.0         124.71       0.215       50 12.49       15 00.41
2014 Aug 01 00:25:00.0         124.68       0.216       50 30.83       15 00.25
2014 Aug 01 00:30:00.0         124.65       0.216       50 48.68       15 00.08
2014 Aug 01 00:35:00.0         124.62       0.216       51 06.04       14 59.92
2014 Aug 01 00:40:00.0         124.59       0.216       51 22.88       14 59.74
2014 Aug 01 00:45:00.0         124.55       0.216       51 39.16       14 59.57
2014 Aug 01 00:50:00.0         124.52       0.217       51 54.88       14 59.40
2014 Aug 01 00:55:00.0         124.49       0.217       52 10.00       14 59.22
2014 Aug 01 01:00:00.0         124.46       0.217       52 24.50       14 59.04
2014 Aug 01 01:05:00.0         124.43       0.217       52 38.37       14 58.86
2014 Aug 01 01:10:00.0         124.39       0.218       52 51.59       14 58.67
2014 Aug 01 01:15:00.0         124.36       0.218       53 04.13       14 58.49
2014 Aug 01 01:20:00.0         124.33       0.218       53 15.99       14 58.30
2014 Aug 01 01:25:00.0         124.29       0.218       53 27.14       14 58.11
2014 Aug 01 01:30:00.0         124.26       0.219       53 37.57       14 57.92
2014 Aug 01 01:35:00.0         124.23       0.219       53 47.27       14 57.73
2014 Aug 01 01:40:00.0         124.19       0.219       53 56.22       14 57.53
2014 Aug 01 01:45:00.0         124.16       0.219       54 04.40       14 57.34
2014 Aug 01 01:50:00.0         124.12       0.220       54 11.82       14 57.14
2014 Aug 01 01:55:00.0         124.09       0.220       54 18.46       14 56.95
2014 Aug 01 02:00:00.0         124.05       0.220       54 24.30       14 56.75
2014 Aug 01 02:05:00.0         124.02       0.220       54 29.35       14 56.55
2014 Aug 01 02:10:00.0         123.98       0.221       54 33.58       14 56.35
2014 Aug 01 02:15:00.0         123.94       0.221       54 37.00       14 56.15
2014 Aug 01 02:20:00.0         123.91       0.221       54 39.60       14 55.95
2014 Aug 01 02:25:00.0         123.87       0.221       54 41.38       14 55.75
2014 Aug 01 02:30:00.0         123.83       0.222       54 42.32       14 55.55
2014 Aug 01 02:35:00.0         123.80       0.222       54 42.43       14 55.35
2014 Aug 01 02:40:00.0         123.76       0.222       54 41.71       14 55.15
2014 Aug 01 02:45:00.0         123.72       0.222       54 40.14       14 54.95
2014 Aug 01 02:50:00.0         123.68       0.223       54 37.74       14 54.74
2014 Aug 01 02:55:00.0         123.65       0.223       54 34.49       14 54.54
2014 Aug 01 03:00:00.0         123.61       0.223       54 30.41       14 54.34
2014 Aug 01 03:05:00.0         123.57       0.224       54 25.49       14 54.14
2014 Aug 01 03:10:00.0         123.53       0.224       54 19.73       14 53.94
2014 Aug 01 03:15:00.0         123.49       0.224       54 13.15       14 53.74
2014 Aug 01 03:20:00.0         123.45       0.224       54 05.73       14 53.54
2014 Aug 01 03:25:00.0         123.41       0.225       53 57.50       14 53.34
2014 Aug 01 03:30:00.0         123.37       0.225       53 48.45       14 53.15
2014 Aug 01 03:35:00.0         123.33       0.225       53 38.58       14 52.95
2014 Aug 01 03:40:00.0         123.29       0.226       53 27.92       14 52.76
2014 Aug 01 03:45:00.0         123.25       0.226       53 16.46       14 52.56
2014 Aug 01 03:50:00.0         123.21       0.226       53 04.22       14 52.37
2014 Aug 01 03:55:00.0         123.16       0.226       52 51.20       14 52.18
2014 Aug 01 04:00:00.0         123.12       0.227       52 37.41       14 51.99
2014 Aug 01 04:05:00.0         123.08       0.227       52 22.88       14 51.80
2014 Aug 01 04:10:00.0         123.04       0.227       52 07.60       14 51.61
2014 Aug 01 04:15:00.0         122.99       0.228       51 51.60       14 51.43
2014 Aug 01 04:20:00.0         122.95       0.228       51 34.89       14 51.24
2014 Aug 01 04:25:00.0         122.91       0.228       51 17.48       14 51.06
2014 Aug 01 04:30:00.0         122.86       0.229       50 59.39       14 50.88
2014 Aug 01 04:35:00.0         122.82       0.229       50 40.64       14 50.71
2014 Aug 01 04:40:00.0         122.78       0.229       50 21.25       14 50.53
2014 Aug 01 04:45:00.0         122.73       0.230       50 01.23       14 50.36
2014 Aug 01 04:50:00.0         122.69       0.230       49 40.61       14 50.19
2014 Aug 01 04:55:00.0         122.64       0.230       49 19.40       14 50.02
2014 Aug 01 05:00:00.0         122.60       0.231       48 57.63       14 49.85
2014 Aug 01 05:05:00.0         122.55       0.231       48 35.32       14 49.69
2014 Aug 01 05:10:00.0         122.51       0.231       48 12.50       14 49.53
2014 Aug 01 05:15:00.0         122.46       0.232       47 49.19       14 49.37
2014 Aug 01 05:20:00.0         122.42       0.232       47 25.42       14 49.22
2014 Aug 01 05:25:00.0         122.37       0.232       47 01.22       14 49.07
2014 Aug 01 05:30:00.0         122.32       0.233       46 36.61       14 48.92
2014 Aug 01 05:35:00.0         122.28       0.233       46 11.63       14 48.77
2014 Aug 01 05:40:00.0         122.23       0.233       45 46.30       14 48.63
2014 Aug 01 05:45:00.0         122.18       0.234       45 20.66       14 48.49
2014 Aug 01 05:50:00.0         122.14       0.234       44 54.74       14 48.35
2014 Aug 01 05:55:00.0         122.09       0.234       44 28.58       14 48.22
2014 Aug 01 06:00:00.0         122.04       0.235       44 02.22       14 48.09
2014 Aug 01 06:05:00.0         121.99       0.235       43 35.68       14 47.96
2014 Aug 01 06:10:00.0         121.95       0.235       43 09.02       14 47.84
2014 Aug 01 06:15:00.0         121.90       0.236       42 42.27       14 47.72
2014 Aug 01 06:20:00.0         121.85       0.236       42 15.47       14 47.61
2014 Aug 01 06:25:00.0         121.80       0.237       41 48.66       14 47.49
2014 Aug 01 06:30:00.0         121.75       0.237       41 21.90       14 47.39
2014 Aug 01 06:35:00.0         121.70       0.237       40 55.22       14 47.28
2014 Aug 01 06:40:00.0         121.65       0.238       40 28.68       14 47.18
2014 Aug 01 06:45:00.0         121.60       0.238       40 02.32       14 47.09
2014 Aug 01 06:50:00.0         121.56       0.238       39 36.19       14 46.99
2014 Aug 01 06:55:00.0         121.51       0.239       39 10.35       14 46.90
2014 Aug 01 07:00:00.0         121.46       0.239       38 44.84       14 46.82
2014 Aug 01 07:05:00.0         121.41       0.239       38 19.72       14 46.74
2014 Aug 01 07:10:00.0         121.36       0.240       37 55.05       14 46.66
2014 Aug 01 07:15:00.0         121.31       0.240       37 30.88       14 46.59
2014 Aug 01 07:20:00.0         121.26       0.241       37 07.27       14 46.52
2014 Aug 01 07:25:00.0         121.21       0.241       36 44.27       14 46.46
2014 Aug 01 07:30:00.0         121.16       0.241       36 21.94       14 46.40
2014 Aug 01 07:35:00.0         121.11       0.242       36 00.35       14 46.35
2014 Aug 01 07:40:00.0         121.05       0.242       35 39.54       14 46.30
