                                    Sun                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 AU
2014 Jul 08 18:45:00.0      26.73771       230.79940       1.016589571
2014 Jul 08 18:50:00.0      27.47164       232.75849       1.016589745
2014 Jul 08 18:55:00.0      28.22448       234.63527       1.016589932
2014 Jul 08 19:00:00.0      28.99465       236.43443       1.016590132
2014 Jul 08 19:05:00.0      29.78071       238.16055       1.016590345
2014 Jul 08 19:10:00.0      30.58131       239.81810       1.016590569
2014 Jul 08 19:15:00.0      31.39522       241.41134       1.016590806
2014 Jul 08 19:20:00.0      32.22133       242.94437       1.016591056
2014 Jul 08 19:25:00.0      33.05858       244.42105       1.016591317
2014 Jul 08 19:30:00.0      33.90604       245.84506       1.016591590
2014 Jul 08 19:35:00.0      34.76283       247.21984       1.016591875
2014 Jul 08 19:40:00.0      35.62815       248.54864       1.016592171
2014 Jul 08 19:45:00.0      36.50126       249.83450       1.016592479
2014 Jul 08 19:50:00.0      37.38148       251.08028       1.016592797
2014 Jul 08 19:55:00.0      38.26818       252.28862       1.016593127
2014 Jul 08 20:00:00.0      39.16078       253.46204       1.016593468
2014 Jul 08 20:05:00.0      40.05875       254.60284       1.016593819
2014 Jul 08 20:10:00.0      40.96159       255.71320       1.016594180
2014 Jul 08 20:15:00.0      41.86884       256.79515       1.016594552
2014 Jul 08 20:20:00.0      42.78006       257.85058       1.016594933
2014 Jul 08 20:25:00.0      43.69487       258.88127       1.016595324
2014 Jul 08 20:30:00.0      44.61287       259.88887       1.016595725
2014 Jul 08 20:35:00.0      45.53373       260.87492       1.016596135
2014 Jul 08 20:40:00.0      46.45710       261.84088       1.016596554
2014 Jul 08 20:45:00.0      47.38269       262.78811       1.016596982
2014 Jul 08 20:50:00.0      48.31020       263.71788       1.016597418
2014 Jul 08 20:55:00.0      49.23936       264.63138       1.016597863
2014 Jul 08 21:00:00.0      50.16989       265.52975       1.016598316
2014 Jul 08 21:05:00.0      51.10156       266.41403       1.016598776
2014 Jul 08 21:10:00.0      52.03412       267.28522       1.016599245
2014 Jul 08 21:15:00.0      52.96735       268.14427       1.016599720
2014 Jul 08 21:20:00.0      53.90102       268.99207       1.016600203
2014 Jul 08 21:25:00.0      54.83494       269.82944       1.016600692
2014 Jul 08 21:30:00.0      55.76890       270.65719       1.016601188
2014 Jul 08 21:35:00.0      56.70271       271.47606       1.016601690
2014 Jul 08 21:40:00.0      57.63618       272.28678       1.016602198
2014 Jul 08 21:45:00.0      58.56912       273.09003       1.016602712
2014 Jul 08 21:50:00.0      59.50135       273.88645       1.016603231
2014 Jul 08 21:55:00.0      60.43272       274.67666       1.016603755
2014 Jul 08 22:00:00.0      61.36303       275.46125       1.016604285
2014 Jul 08 22:05:00.0      62.29214       276.24079       1.016604818
2014 Jul 08 22:10:00.0      63.21987       277.01582       1.016605356
2014 Jul 08 22:15:00.0      64.14605       277.78685       1.016605898
2014 Jul 08 22:20:00.0      65.07055       278.55439       1.016606444
2014 Jul 08 22:25:00.0      65.99318       279.31891       1.016606993
2014 Jul 08 22:30:00.0      66.91380       280.08089       1.016607545
2014 Jul 08 22:35:00.0      67.83225       280.84076       1.016608100
2014 Jul 08 22:40:00.0      68.74838       281.59896       1.016608657
2014 Jul 08 22:45:00.0      69.66203       282.35592       1.016609216
2014 Jul 08 22:50:00.0      70.57303       283.11203       1.016609778
2014 Jul 08 22:55:00.0      71.48125       283.86769       1.016610341
2014 Jul 08 23:00:00.0      72.38651       284.62328       1.016610905
2014 Jul 08 23:05:00.0      73.28866       285.37919       1.016611470
2014 Jul 08 23:10:00.0      74.18755       286.13578       1.016612036
2014 Jul 08 23:15:00.0      75.08301       286.89340       1.016612602
2014 Jul 08 23:20:00.0      75.97488       287.65241       1.016613168
2014 Jul 08 23:25:00.0      76.86300       288.41314       1.016613734
2014 Jul 08 23:30:00.0      77.74719       289.17593       1.016614300
2014 Jul 08 23:35:00.0      78.62730       289.94112       1.016614864
2014 Jul 08 23:40:00.0      79.50315       290.70903       1.016615428
2014 Jul 08 23:45:00.0      80.37457       291.47997       1.016615990
2014 Jul 08 23:50:00.0      81.24137       292.25426       1.016616550
2014 Jul 08 23:55:00.0      82.10339       293.03221       1.016617108
2014 Jul 09 00:00:00.0      82.96044       293.81413       1.016617663
2014 Jul 09 00:05:00.0      83.81233       294.60031       1.016618216
2014 Jul 09 00:10:00.0      84.65887       295.39106       1.016618766
2014 Jul 09 00:15:00.0      85.49987       296.18666       1.016619313
2014 Jul 09 00:20:00.0      86.33513       296.98741       1.016619856
2014 Jul 09 00:25:00.0      87.16446       297.79360       1.016620395
2014 Jul 09 00:30:00.0      87.98763       298.60551       1.016620930
2014 Jul 09 00:35:00.0      88.80445       299.42341       1.016621460
2014 Jul 09 00:40:00.0      89.61470       300.24759       1.016621986
2014 Jul 09 00:45:00.0      90.41816       301.07831       1.016622507
2014 Jul 09 00:50:00.0      91.21461       301.91586       1.016623022
2014 Jul 09 00:55:00.0      92.00380       302.76048       1.016623532
2014 Jul 09 01:00:00.0      92.78552       303.61245       1.016624036
2014 Jul 09 01:05:00.0      93.55953       304.47202       1.016624533
2014 Jul 09 01:10:00.0      94.32557       305.33944       1.016625025
2014 Jul 09 01:15:00.0      95.08339       306.21497       1.016625509
2014 Jul 09 01:20:00.0      95.83275       307.09883       1.016625987
2014 Jul 09 01:25:00.0      96.57339       307.99128       1.016626457
2014 Jul 09 01:30:00.0      97.30502       308.89255       1.016626920
2014 Jul 09 01:35:00.0      98.02739       309.80284       1.016627375
2014 Jul 09 01:40:00.0      98.74022       310.72239       1.016627822
2014 Jul 09 01:45:00.0      99.44323       311.65140       1.016628260
2014 Jul 09 01:50:00.0     100.13612       312.59008       1.016628691
2014 Jul 09 01:55:00.0     100.81861       313.53860       1.016629112
2014 Jul 09 02:00:00.0     101.49040       314.49716       1.016629525
2014 Jul 09 02:05:00.0     102.15118       315.46593       1.016629928
2014 Jul 09 02:10:00.0     102.80066       316.44505       1.016630321
2014 Jul 09 02:15:00.0     103.43851       317.43469       1.016630706
2014 Jul 09 02:20:00.0     104.06442       318.43496       1.016631080
2014 Jul 09 02:25:00.0     104.67807       319.44599       1.016631444
2014 Jul 09 02:30:00.0     105.27913       320.46789       1.016631797
2014 Jul 09 02:35:00.0     105.86729       321.50072       1.016632141
2014 Jul 09 02:40:00.0     106.44221       322.54457       1.016632473
2014 Jul 09 02:45:00.0     107.00355       323.59949       1.016632795
2014 Jul 09 02:50:00.0     107.55099       324.66549       1.016633105
2014 Jul 09 02:55:00.0     108.08418       325.74259       1.016633404
2014 Jul 09 03:00:00.0     108.60280       326.83078       1.016633692
2014 Jul 09 03:05:00.0     109.10650       327.93002       1.016633967
2014 Jul 09 03:10:00.0     109.59494       329.04024       1.016634232
2014 Jul 09 03:15:00.0     110.06780       330.16137       1.016634484
2014 Jul 09 03:20:00.0     110.52473       331.29328       1.016634724
2014 Jul 09 03:25:00.0     110.96541       332.43584       1.016634951
2014 Jul 09 03:30:00.0     111.38952       333.58889       1.016635166
2014 Jul 09 03:35:00.0     111.79672       334.75223       1.016635369
2014 Jul 09 03:40:00.0     112.18670       335.92564       1.016635559
2014 Jul 09 03:45:00.0     112.55915       337.10886       1.016635736
2014 Jul 09 03:50:00.0     112.91377       338.30161       1.016635900
2014 Jul 09 03:55:00.0     113.25026       339.50359       1.016636051
2014 Jul 09 04:00:00.0     113.56834       340.71444       1.016636188
2014 Jul 09 04:05:00.0     113.86772       341.93381       1.016636313
2014 Jul 09 04:10:00.0     114.14816       343.16128       1.016636424
2014 Jul 09 04:15:00.0     114.40939       344.39645       1.016636521
2014 Jul 09 04:20:00.0     114.65119       345.63884       1.016636605
2014 Jul 09 04:25:00.0     114.87331       346.88798       1.016636675
2014 Jul 09 04:30:00.0     115.07556       348.14337       1.016636732
2014 Jul 09 04:35:00.0     115.25775       349.40447       1.016636775
2014 Jul 09 04:40:00.0     115.41970       350.67074       1.016636804
2014 Jul 09 04:45:00.0     115.56124       351.94159       1.016636819
2014 Jul 09 04:50:00.0     115.68225       353.21645       1.016636820
2014 Jul 09 04:55:00.0     115.78261       354.49470       1.016636807
2014 Jul 09 05:00:00.0     115.86220       355.77573       1.016636780
2014 Jul 09 05:05:00.0     115.92097       357.05889       1.016636739
2014 Jul 09 05:10:00.0     115.95883       358.34356       1.016636684
2014 Jul 09 05:15:00.0     115.97577       359.62909       1.016636614
2014 Jul 09 05:20:00.0     115.97175         0.91482       1.016636531
2014 Jul 09 05:25:00.0     115.94679         2.20010       1.016636434
2014 Jul 09 05:30:00.0     115.90090         3.48429       1.016636322
2014 Jul 09 05:35:00.0     115.83415         4.76673       1.016636197
2014 Jul 09 05:40:00.0     115.74658         6.04680       1.016636057
2014 Jul 09 05:45:00.0     115.63829         7.32386       1.016635904
2014 Jul 09 05:50:00.0     115.50940         8.59730       1.016635736
2014 Jul 09 05:55:00.0     115.36001         9.86652       1.016635555
2014 Jul 09 06:00:00.0     115.19029        11.13094       1.016635360
2014 Jul 09 06:05:00.0     115.00039        12.38998       1.016635151
2014 Jul 09 06:10:00.0     114.79049        13.64312       1.016634928
2014 Jul 09 06:15:00.0     114.56080        14.88982       1.016634691
2014 Jul 09 06:20:00.0     114.31153        16.12959       1.016634441
2014 Jul 09 06:25:00.0     114.04291        17.36196       1.016634177
2014 Jul 09 06:30:00.0     113.75518        18.58649       1.016633900
2014 Jul 09 06:35:00.0     113.44859        19.80276       1.016633609
2014 Jul 09 06:40:00.0     113.12343        21.01038       1.016633305
2014 Jul 09 06:45:00.0     112.77996        22.20899       1.016632988
2014 Jul 09 06:50:00.0     112.41847        23.39827       1.016632658
2014 Jul 09 06:55:00.0     112.03926        24.57791       1.016632315
2014 Jul 09 07:00:00.0     111.64265        25.74764       1.016631959
2014 Jul 09 07:05:00.0     111.22894        26.90723       1.016631591
2014 Jul 09 07:10:00.0     110.79844        28.05646       1.016631210
2014 Jul 09 07:15:00.0     110.35150        29.19515       1.016630816
2014 Jul 09 07:20:00.0     109.88843        30.32314       1.016630410
2014 Jul 09 07:25:00.0     109.40956        31.44030       1.016629993
2014 Jul 09 07:30:00.0     108.91524        32.54654       1.016629563
2014 Jul 09 07:35:00.0     108.40579        33.64177       1.016629121
2014 Jul 09 07:40:00.0     107.88156        34.72594       1.016628668
2014 Jul 09 07:45:00.0     107.34288        35.79904       1.016628204
2014 Jul 09 07:50:00.0     106.79008        36.86104       1.016627728
2014 Jul 09 07:55:00.0     106.22351        37.91197       1.016627241
2014 Jul 09 08:00:00.0     105.64349        38.95187       1.016626743
2014 Jul 09 08:05:00.0     105.05036        39.98079       1.016626235
2014 Jul 09 08:10:00.0     104.44444        40.99880       1.016625716
2014 Jul 09 08:15:00.0     103.82607        42.00601       1.016625187
2014 Jul 09 08:20:00.0     103.19556        43.00251       1.016624648
2014 Jul 09 08:25:00.0     102.55324        43.98843       1.016624099
2014 Jul 09 08:30:00.0     101.89942        44.96390       1.016623541
2014 Jul 09 08:35:00.0     101.23440        45.92909       1.016622973
2014 Jul 09 08:40:00.0     100.55850        46.88415       1.016622396
2014 Jul 09 08:45:00.0      99.87201        47.82925       1.016621810
2014 Jul 09 08:50:00.0      99.17524        48.76459       1.016621215
2014 Jul 09 08:55:00.0      98.46846        49.69035       1.016620612
2014 Jul 09 09:00:00.0      97.75197        50.60675       1.016620001
2014 Jul 09 09:05:00.0      97.02605        51.51399       1.016619382
2014 Jul 09 09:10:00.0      96.29097        52.41229       1.016618755
2014 Jul 09 09:15:00.0      95.54700        53.30188       1.016618121
2014 Jul 09 09:20:00.0      94.79441        54.18300       1.016617479
2014 Jul 09 09:25:00.0      94.03345        55.05588       1.016616831
2014 Jul 09 09:30:00.0      93.26437        55.92077       1.016616176
2014 Jul 09 09:35:00.0      92.48743        56.77791       1.016615515
2014 Jul 09 09:40:00.0      91.70287        57.62757       1.016614848
2014 Jul 09 09:45:00.0      90.91092        58.47001       1.016614175
2014 Jul 09 09:50:00.0      90.11182        59.30548       1.016613496
2014 Jul 09 09:55:00.0      89.30579        60.13425       1.016612812
2014 Jul 09 10:00:00.0      88.49306        60.95660       1.016612124
2014 Jul 09 10:05:00.0      87.67385        61.77280       1.016611430
2014 Jul 09 10:10:00.0      86.84837        62.58313       1.016610733
2014 Jul 09 10:15:00.0      86.01682        63.38787       1.016610031
2014 Jul 09 10:20:00.0      85.17942        64.18730       1.016609325
2014 Jul 09 10:25:00.0      84.33635        64.98172       1.016608616
2014 Jul 09 10:30:00.0      83.48783        65.77141       1.016607904
2014 Jul 09 10:35:00.0      82.63404        66.55668       1.016607189
2014 Jul 09 10:40:00.0      81.77517        67.33782       1.016606471
2014 Jul 09 10:45:00.0      80.91140        68.11513       1.016605751
2014 Jul 09 10:50:00.0      80.04292        68.88893       1.016605030
2014 Jul 09 10:55:00.0      79.16990        69.65952       1.016604306
2014 Jul 09 11:00:00.0      78.29253        70.42723       1.016603581
2014 Jul 09 11:05:00.0      77.41096        71.19237       1.016602855
2014 Jul 09 11:10:00.0      76.52539        71.95527       1.016602128
2014 Jul 09 11:15:00.0      75.63596        72.71627       1.016601401
2014 Jul 09 11:20:00.0      74.74285        73.47570       1.016600674
2014 Jul 09 11:25:00.0      73.84622        74.23391       1.016599947
2014 Jul 09 11:30:00.0      72.94624        74.99126       1.016599220
2014 Jul 09 11:35:00.0      72.04305        75.74810       1.016598494
2014 Jul 09 11:40:00.0      71.13683        76.50481       1.016597769
2014 Jul 09 11:45:00.0      70.22773        77.26177       1.016597046
2014 Jul 09 11:50:00.0      69.31591        78.01937       1.016596324
