                                   Moon                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 km
2014 Jul 17 09:35:00.0      39.40326       178.12740        365855.964
2014 Jul 17 09:40:00.0      39.37280       180.05244        365871.908
2014 Jul 17 09:45:00.0      39.37307       181.97867        365890.002
2014 Jul 17 09:50:00.0      39.40405       183.90362        365910.245
2014 Jul 17 09:55:00.0      39.46565       185.82481        365932.636
2014 Jul 17 10:00:00.0      39.55772       187.73979        365957.172
2014 Jul 17 10:05:00.0      39.68003       189.64621        365983.850
2014 Jul 17 10:10:00.0      39.83228       191.54176        366012.666
2014 Jul 17 10:15:00.0      40.01410       193.42425        366043.612
2014 Jul 17 10:20:00.0      40.22508       195.29160        366076.684
2014 Jul 17 10:25:00.0      40.46472       197.14188        366111.873
2014 Jul 17 10:30:00.0      40.73248       198.97328        366149.172
2014 Jul 17 10:35:00.0      41.02779       200.78416        366188.570
2014 Jul 17 10:40:00.0      41.35001       202.57304        366230.057
2014 Jul 17 10:45:00.0      41.69847       204.33860        366273.622
2014 Jul 17 10:50:00.0      42.07250       206.07969        366319.253
2014 Jul 17 10:55:00.0      42.47135       207.79533        366366.936
2014 Jul 17 11:00:00.0      42.89431       209.48469        366416.658
2014 Jul 17 11:05:00.0      43.34060       211.14712        366468.402
2014 Jul 17 11:10:00.0      43.80946       212.78208        366522.154
2014 Jul 17 11:15:00.0      44.30012       214.38921        366577.895
2014 Jul 17 11:20:00.0      44.81181       215.96828        366635.609
2014 Jul 17 11:25:00.0      45.34375       217.51917        366695.276
2014 Jul 17 11:30:00.0      45.89519       219.04187        366756.877
2014 Jul 17 11:35:00.0      46.46535       220.53650        366820.391
2014 Jul 17 11:40:00.0      47.05350       222.00326        366885.796
2014 Jul 17 11:45:00.0      47.65890       223.44243        366953.071
2014 Jul 17 11:50:00.0      48.28083       224.85437        367022.193
2014 Jul 17 11:55:00.0      48.91858       226.23952        367093.137
2014 Jul 17 12:00:00.0      49.57148       227.59835        367165.878
2014 Jul 17 12:05:00.0      50.23885       228.93140        367240.392
2014 Jul 17 12:10:00.0      50.92004       230.23925        367316.651
2014 Jul 17 12:15:00.0      51.61444       231.52250        367394.629
2014 Jul 17 12:20:00.0      52.32142       232.78181        367474.297
2014 Jul 17 12:25:00.0      53.04041       234.01781        367555.627
2014 Jul 17 12:30:00.0      53.77083       235.23121        367638.590
2014 Jul 17 12:35:00.0      54.51213       236.42269        367723.155
2014 Jul 17 12:40:00.0      55.26380       237.59294        367809.291
2014 Jul 17 12:45:00.0      56.02531       238.74267        367896.967
2014 Jul 17 12:50:00.0      56.79617       239.87260        367986.150
2014 Jul 17 12:55:00.0      57.57593       240.98342        368076.808
2014 Jul 17 13:00:00.0      58.36411       242.07584        368168.908
2014 Jul 17 13:05:00.0      59.16029       243.15055        368262.414
2014 Jul 17 13:10:00.0      59.96405       244.20825        368357.292
2014 Jul 17 13:15:00.0      60.77497       245.24961        368453.506
2014 Jul 17 13:20:00.0      61.59267       246.27531        368551.021
2014 Jul 17 13:25:00.0      62.41678       247.28600        368649.801
2014 Jul 17 13:30:00.0      63.24693       248.28234        368749.807
2014 Jul 17 13:35:00.0      64.08279       249.26496        368851.002
2014 Jul 17 13:40:00.0      64.92400       250.23449        368953.348
2014 Jul 17 13:45:00.0      65.77026       251.19154        369056.807
2014 Jul 17 13:50:00.0      66.62125       252.13671        369161.339
2014 Jul 17 13:55:00.0      67.47666       253.07058        369266.905
2014 Jul 17 14:00:00.0      68.33622       253.99374        369373.465
2014 Jul 17 14:05:00.0      69.19964       254.90675        369480.978
2014 Jul 17 14:10:00.0      70.06665       255.81015        369589.403
2014 Jul 17 14:15:00.0      70.93698       256.70448        369698.699
2014 Jul 17 14:20:00.0      71.81039       257.59028        369808.825
2014 Jul 17 14:25:00.0      72.68662       258.46805        369919.739
2014 Jul 17 14:30:00.0      73.56544       259.33831        370031.399
2014 Jul 17 14:35:00.0      74.44661       260.20155        370143.761
2014 Jul 17 14:40:00.0      75.32991       261.05825        370256.784
2014 Jul 17 14:45:00.0      76.21511       261.90890        370370.423
2014 Jul 17 14:50:00.0      77.10200       262.75395        370484.637
2014 Jul 17 14:55:00.0      77.99037       263.59388        370599.381
2014 Jul 17 15:00:00.0      78.88001       264.42912        370714.611
2014 Jul 17 15:05:00.0      79.77072       265.26012        370830.284
2014 Jul 17 15:10:00.0      80.66229       266.08733        370946.355
2014 Jul 17 15:15:00.0      81.55453       266.91117        371062.781
2014 Jul 17 15:20:00.0      82.44725       267.73207        371179.517
2014 Jul 17 15:25:00.0      83.34026       268.55044        371296.518
2014 Jul 17 15:30:00.0      84.23337       269.36671        371413.741
2014 Jul 17 15:35:00.0      85.12639       270.18128        371531.140
2014 Jul 17 15:40:00.0      86.01913       270.99457        371648.671
2014 Jul 17 15:45:00.0      86.91141       271.80696        371766.289
2014 Jul 17 15:50:00.0      87.80306       272.61888        371883.950
2014 Jul 17 15:55:00.0      88.69387       273.43071        372001.608
2014 Jul 17 16:00:00.0      89.58368       274.24285        372119.220
2014 Jul 17 16:05:00.0      90.47230       275.05570        372236.742
2014 Jul 17 16:10:00.0      91.35954       275.86965        372354.127
2014 Jul 17 16:15:00.0      92.24522       276.68509        372471.333
2014 Jul 17 16:20:00.0      93.12916       277.50242        372588.315
2014 Jul 17 16:25:00.0      94.01116       278.32204        372705.028
2014 Jul 17 16:30:00.0      94.89105       279.14433        372821.430
2014 Jul 17 16:35:00.0      95.76862       279.96969        372937.476
2014 Jul 17 16:40:00.0      96.64369       280.79852        373053.122
2014 Jul 17 16:45:00.0      97.51606       281.63122        373168.326
2014 Jul 17 16:50:00.0      98.38552       282.46819        373283.044
2014 Jul 17 16:55:00.0      99.25189       283.30983        373397.233
2014 Jul 17 17:00:00.0     100.11495       284.15654        373510.852
2014 Jul 17 17:05:00.0     100.97449       285.00874        373623.856
2014 Jul 17 17:10:00.0     101.83031       285.86684        373736.205
2014 Jul 17 17:15:00.0     102.68217       286.73124        373847.857
2014 Jul 17 17:20:00.0     103.52986       287.60238        373958.771
2014 Jul 17 17:25:00.0     104.37314       288.48066        374068.904
2014 Jul 17 17:30:00.0     105.21179       289.36653        374178.218
2014 Jul 17 17:35:00.0     106.04556       290.26040        374286.672
2014 Jul 17 17:40:00.0     106.87420       291.16272        374394.225
2014 Jul 17 17:45:00.0     107.69746       292.07391        374500.839
2014 Jul 17 17:50:00.0     108.51508       292.99443        374606.474
2014 Jul 17 17:55:00.0     109.32679       293.92471        374711.093
2014 Jul 17 18:00:00.0     110.13232       294.86521        374814.657
2014 Jul 17 18:05:00.0     110.93137       295.81638        374917.128
2014 Jul 17 18:10:00.0     111.72366       296.77866        375018.470
2014 Jul 17 18:15:00.0     112.50888       297.75253        375118.646
2014 Jul 17 18:20:00.0     113.28672       298.73843        375217.620
2014 Jul 17 18:25:00.0     114.05686       299.73683        375315.356
2014 Jul 17 18:30:00.0     114.81898       300.74818        375411.821
2014 Jul 17 18:35:00.0     115.57272       301.77295        375506.979
2014 Jul 17 18:40:00.0     116.31774       302.81159        375600.797
2014 Jul 17 18:45:00.0     117.05367       303.86455        375693.242
2014 Jul 17 18:50:00.0     117.78015       304.93229        375784.281
2014 Jul 17 18:55:00.0     118.49678       306.01525        375873.882
2014 Jul 17 19:00:00.0     119.20318       307.11387        375962.015
2014 Jul 17 19:05:00.0     119.89893       308.22857        376048.649
2014 Jul 17 19:10:00.0     120.58361       309.35976        376133.754
2014 Jul 17 19:15:00.0     121.25681       310.50785        376217.300
2014 Jul 17 19:20:00.0     121.91807       311.67322        376299.260
2014 Jul 17 19:25:00.0     122.56694       312.85624        376379.605
2014 Jul 17 19:30:00.0     123.20297       314.05723        376458.309
2014 Jul 17 19:35:00.0     123.82567       315.27654        376535.344
2014 Jul 17 19:40:00.0     124.43456       316.51443        376610.686
2014 Jul 17 19:45:00.0     125.02916       317.77117        376684.310
2014 Jul 17 19:50:00.0     125.60895       319.04697        376756.190
2014 Jul 17 19:55:00.0     126.17343       320.34201        376826.305
2014 Jul 17 20:00:00.0     126.72208       321.65642        376894.631
2014 Jul 17 20:05:00.0     127.25437       322.99030        376961.147
2014 Jul 17 20:10:00.0     127.76979       324.34367        377025.831
2014 Jul 17 20:15:00.0     128.26778       325.71651        377088.664
2014 Jul 17 20:20:00.0     128.74783       327.10874        377149.626
2014 Jul 17 20:25:00.0     129.20939       328.52020        377208.698
2014 Jul 17 20:30:00.0     129.65194       329.95068        377265.862
2014 Jul 17 20:35:00.0     130.07494       331.39988        377321.102
2014 Jul 17 20:40:00.0     130.47787       332.86744        377374.401
2014 Jul 17 20:45:00.0     130.86023       334.35292        377425.745
2014 Jul 17 20:50:00.0     131.22149       335.85578        377475.118
2014 Jul 17 20:55:00.0     131.56118       337.37543        377522.507
2014 Jul 17 21:00:00.0     131.87882       338.91116        377567.900
2014 Jul 17 21:05:00.0     132.17394       340.46220        377611.284
2014 Jul 17 21:10:00.0     132.44613       342.02770        377652.649
2014 Jul 17 21:15:00.0     132.69496       343.60672        377691.983
2014 Jul 17 21:20:00.0     132.92005       345.19823        377729.279
2014 Jul 17 21:25:00.0     133.12104       346.80114        377764.528
2014 Jul 17 21:30:00.0     133.29762       348.41430        377797.721
2014 Jul 17 21:35:00.0     133.44949       350.03647        377828.853
2014 Jul 17 21:40:00.0     133.57640       351.66636        377857.918
2014 Jul 17 21:45:00.0     133.67814       353.30263        377884.910
2014 Jul 17 21:50:00.0     133.75453       354.94390        377909.826
2014 Jul 17 21:55:00.0     133.80543       356.58876        377932.663
2014 Jul 17 22:00:00.0     133.83076       358.23575        377953.419
2014 Jul 17 22:05:00.0     133.83047       359.88343        377972.092
2014 Jul 17 22:10:00.0     133.80455         1.53032        377988.681
2014 Jul 17 22:15:00.0     133.75305         3.17497        378003.188
2014 Jul 17 22:20:00.0     133.67604         4.81594        378015.614
2014 Jul 17 22:25:00.0     133.57365         6.45179        378025.961
2014 Jul 17 22:30:00.0     133.44604         8.08116        378034.232
2014 Jul 17 22:35:00.0     133.29343         9.70268        378040.431
2014 Jul 17 22:40:00.0     133.11605        11.31507        378044.563
2014 Jul 17 22:45:00.0     132.91419        12.91710        378046.634
2014 Jul 17 22:50:00.0     132.68816        14.50759        378046.650
2014 Jul 17 22:55:00.0     132.43831        16.08544        378044.620
2014 Jul 17 23:00:00.0     132.16502        17.64963        378040.551
2014 Jul 17 23:05:00.0     131.86868        19.19920        378034.454
2014 Jul 17 23:10:00.0     131.54974        20.73330        378026.338
2014 Jul 17 23:15:00.0     131.20864        22.25114        378016.214
2014 Jul 17 23:20:00.0     130.84584        23.75202        378004.094
2014 Jul 17 23:25:00.0     130.46183        25.23532        377989.991
2014 Jul 17 23:30:00.0     130.05712        26.70051        377973.920
2014 Jul 17 23:35:00.0     129.63221        28.14714        377955.893
2014 Jul 17 23:40:00.0     129.18761        29.57482        377935.927
2014 Jul 17 23:45:00.0     128.72385        30.98326        377914.038
2014 Jul 17 23:50:00.0     128.24147        32.37224        377890.242
2014 Jul 17 23:55:00.0     127.74098        33.74159        377864.558
2014 Jul 18 00:00:00.0     127.22292        35.09123        377837.004
2014 Jul 18 00:05:00.0     126.68782        36.42111        377807.601
2014 Jul 18 00:10:00.0     126.13620        37.73128        377776.367
2014 Jul 18 00:15:00.0     125.56857        39.02180        377743.324
2014 Jul 18 00:20:00.0     124.98547        40.29280        377708.494
2014 Jul 18 00:25:00.0     124.38738        41.54446        377671.900
2014 Jul 18 00:30:00.0     123.77481        42.77698        377633.565
2014 Jul 18 00:35:00.0     123.14826        43.99062        377593.513
2014 Jul 18 00:40:00.0     122.50819        45.18565        377551.769
2014 Jul 18 00:45:00.0     121.85508        46.36239        377508.359
2014 Jul 18 00:50:00.0     121.18940        47.52117        377463.309
2014 Jul 18 00:55:00.0     120.51158        48.66236        377416.647
2014 Jul 18 01:00:00.0     119.82206        49.78632        377368.399
2014 Jul 18 01:05:00.0     119.12128        50.89346        377318.595
2014 Jul 18 01:10:00.0     118.40965        51.98418        377267.264
2014 Jul 18 01:15:00.0     117.68756        53.05890        377214.436
2014 Jul 18 01:20:00.0     116.95541        54.11806        377160.140
2014 Jul 18 01:25:00.0     116.21358        55.16210        377104.410
2014 Jul 18 01:30:00.0     115.46244        56.19144        377047.275
2014 Jul 18 01:35:00.0     114.70235        57.20656        376988.769
